Position,Valeur maximum,Years,Crew
Défense,2.25,2015,fc-ingolstadt-04
Milieu,4.0,2015,fc-ingolstadt-04
Attaquant,3.0,2015,fc-ingolstadt-04
Total,4.0,2015,fc-ingolstadt-04
Gardien,1.2,2016,fc-ingolstadt-04
Défense,3.0,2016,fc-ingolstadt-04
Milieu,4.0,2016,fc-ingolstadt-04
Attaquant,3.5,2016,fc-ingolstadt-04
Total,4.0,2016,fc-ingolstadt-04
Gardien,1.25,2017,fc-ingolstadt-04
Défense,7.5,2017,fc-ingolstadt-04
Milieu,2.5,2017,fc-ingolstadt-04
Attaquant,2.0,2017,fc-ingolstadt-04
Total,7.5,2017,fc-ingolstadt-04
Gardien,0.4,2018,fc-ingolstadt-04
Défense,1.5,2018,fc-ingolstadt-04
Milieu,2.0,2018,fc-ingolstadt-04
Attaquant,1.75,2018,fc-ingolstadt-04
Total,2.0,2018,fc-ingolstadt-04
Gardien,0.275,2019,fc-ingolstadt-04
Défense,0.45,2019,fc-ingolstadt-04
Milieu,0.65,2019,fc-ingolstadt-04
Attaquant,0.6,2019,fc-ingolstadt-04
Total,0.65,2019,fc-ingolstadt-04
Gardien,0.3,2020,fc-ingolstadt-04
Défense,0.5,2020,fc-ingolstadt-04
Milieu,0.7,2020,fc-ingolstadt-04
Attaquant,0.65,2020,fc-ingolstadt-04
Total,0.7,2020,fc-ingolstadt-04
Gardien,0.6,2014,sv-darmstadt-98
Défense,0.85,2014,sv-darmstadt-98
Milieu,0.7,2014,sv-darmstadt-98
Attaquant,0.9,2014,sv-darmstadt-98
Total,1.2,2014,sv-darmstadt-98
Gardien,2.5,2015,sv-darmstadt-98
Défense,2.5,2015,sv-darmstadt-98
Milieu,1.25,2015,sv-darmstadt-98
Attaquant,2.0,2015,sv-darmstadt-98
Total,2.5,2015,sv-darmstadt-98
Gardien,2.0,2016,sv-darmstadt-98
Défense,1.5,2016,sv-darmstadt-98
Milieu,2.0,2016,sv-darmstadt-98
Attaquant,1.75,2016,sv-darmstadt-98
Total,2.0,2016,sv-darmstadt-98
Gardien,1.0,2017,sv-darmstadt-98
Défense,1.0,2017,sv-darmstadt-98
Milieu,1.25,2017,sv-darmstadt-98
Attaquant,1.0,2017,sv-darmstadt-98
Total,1.25,2017,sv-darmstadt-98
Gardien,1.25,2018,sv-darmstadt-98
Défense,1.0,2018,sv-darmstadt-98
Milieu,1.25,2018,sv-darmstadt-98
Attaquant,1.0,2018,sv-darmstadt-98
Total,1.25,2018,sv-darmstadt-98
Gardien,0.55,2019,sv-darmstadt-98
Défense,0.8,2019,sv-darmstadt-98
Milieu,1.2,2019,sv-darmstadt-98
Attaquant,0.95,2019,sv-darmstadt-98
Total,1.2,2019,sv-darmstadt-98
Gardien,0.6,2020,sv-darmstadt-98
Défense,2.0,2020,sv-darmstadt-98
Milieu,1.0,2020,sv-darmstadt-98
Attaquant,2.0,2020,sv-darmstadt-98
Total,2.0,2020,sv-darmstadt-98
Gardien,0.35,2014,rasenballsport-leipzig
Défense,1.3,2014,rasenballsport-leipzig
Milieu,5.0,2014,rasenballsport-leipzig
Attaquant,3.5,2014,rasenballsport-leipzig
Total,5.0,2014,rasenballsport-leipzig
Gardien,0.7,2015,rasenballsport-leipzig
Défense,2.5,2015,rasenballsport-leipzig
Milieu,4.0,2015,rasenballsport-leipzig
Attaquant,5.0,2015,rasenballsport-leipzig
Total,5.0,2015,rasenballsport-leipzig
Gardien,3.0,2016,rasenballsport-leipzig
Défense,8.0,2016,rasenballsport-leipzig
Milieu,27.0,2016,rasenballsport-leipzig
Attaquant,25.0,2016,rasenballsport-leipzig
Total,27.0,2016,rasenballsport-leipzig
Gardien,8.0,2017,rasenballsport-leipzig
Défense,30.0,2017,rasenballsport-leipzig
Milieu,65.0,2017,rasenballsport-leipzig
Attaquant,60.0,2017,rasenballsport-leipzig
Total,65.0,2017,rasenballsport-leipzig
Gardien,12.0,2018,rasenballsport-leipzig
Défense,45.0,2018,rasenballsport-leipzig
Milieu,25.0,2018,rasenballsport-leipzig
Attaquant,65.0,2018,rasenballsport-leipzig
Total,65.0,2018,rasenballsport-leipzig
Gardien,9.5,2019,rasenballsport-leipzig
Défense,45.0,2019,rasenballsport-leipzig
Milieu,32.0,2019,rasenballsport-leipzig
Attaquant,64.0,2019,rasenballsport-leipzig
Total,64.0,2019,rasenballsport-leipzig
Gardien,13.0,2020,rasenballsport-leipzig
Défense,60.0,2020,rasenballsport-leipzig
Milieu,45.0,2020,rasenballsport-leipzig
Attaquant,25.0,2020,rasenballsport-leipzig
Total,60.0,2020,rasenballsport-leipzig
Gardien,0.6,2014,fortuna-dusseldorf
Défense,4.0,2014,fortuna-dusseldorf
Milieu,1.0,2014,fortuna-dusseldorf
Attaquant,2.0,2014,fortuna-dusseldorf
Total,4.0,2014,fortuna-dusseldorf
Gardien,0.7,2015,fortuna-dusseldorf
Défense,1.0,2015,fortuna-dusseldorf
Milieu,1.3,2015,fortuna-dusseldorf
Attaquant,1.5,2015,fortuna-dusseldorf
Total,1.5,2015,fortuna-dusseldorf
Gardien,0.6,2016,fortuna-dusseldorf
Défense,1.25,2016,fortuna-dusseldorf
Milieu,0.8,2016,fortuna-dusseldorf
Attaquant,1.5,2016,fortuna-dusseldorf
Total,1.5,2016,fortuna-dusseldorf
Gardien,1.0,2017,fortuna-dusseldorf
Défense,3.0,2017,fortuna-dusseldorf
Milieu,3.5,2017,fortuna-dusseldorf
Attaquant,8.5,2017,fortuna-dusseldorf
Total,8.5,2017,fortuna-dusseldorf
Gardien,0.5,2018,fortuna-dusseldorf
Défense,9.0,2018,fortuna-dusseldorf
Milieu,5.0,2018,fortuna-dusseldorf
Attaquant,18.0,2018,fortuna-dusseldorf
Total,18.0,2018,fortuna-dusseldorf
Gardien,6.0,2019,fortuna-dusseldorf
Défense,7.0,2019,fortuna-dusseldorf
Milieu,4.0,2019,fortuna-dusseldorf
Attaquant,4.8,2019,fortuna-dusseldorf
Total,7.0,2019,fortuna-dusseldorf
Gardien,1.2,2020,fortuna-dusseldorf
Défense,5.0,2020,fortuna-dusseldorf
Milieu,1.8,2020,fortuna-dusseldorf
Attaquant,3.0,2020,fortuna-dusseldorf
Total,5.0,2020,fortuna-dusseldorf
Gardien,1.0,2014,1-fc-nurnberg
Défense,2.0,2014,1-fc-nurnberg
Milieu,1.25,2014,1-fc-nurnberg
Attaquant,1.8,2014,1-fc-nurnberg
Total,2.0,2014,1-fc-nurnberg
Gardien,0.3,2015,1-fc-nurnberg
Défense,3.5,2015,1-fc-nurnberg
Milieu,5.0,2015,1-fc-nurnberg
Attaquant,1.8,2015,1-fc-nurnberg
Total,5.0,2015,1-fc-nurnberg
Gardien,0.6,2016,1-fc-nurnberg
Défense,0.9,2016,1-fc-nurnberg
Milieu,1.3,2016,1-fc-nurnberg
Attaquant,7.0,2016,1-fc-nurnberg
Total,7.0,2016,1-fc-nurnberg
Gardien,1.0,2017,1-fc-nurnberg
Défense,2.5,2017,1-fc-nurnberg
Milieu,4.0,2017,1-fc-nurnberg
Attaquant,2.25,2017,1-fc-nurnberg
Total,4.0,2017,1-fc-nurnberg
Gardien,1.0,2018,1-fc-nurnberg
Défense,4.5,2018,1-fc-nurnberg
Milieu,7.0,2018,1-fc-nurnberg
Attaquant,5.5,2018,1-fc-nurnberg
Total,7.0,2018,1-fc-nurnberg
Gardien,0.8,2019,1-fc-nurnberg
Défense,2.4,2019,1-fc-nurnberg
Milieu,2.0,2019,1-fc-nurnberg
Attaquant,2.7,2019,1-fc-nurnberg
Total,2.7,2019,1-fc-nurnberg
Gardien,0.7,2020,1-fc-nurnberg
Défense,1.2,2020,1-fc-nurnberg
Milieu,3.0,2020,1-fc-nurnberg
Attaquant,3.0,2020,1-fc-nurnberg
Total,3.0,2020,1-fc-nurnberg
Gardien,0.7,2014,1-fc-union-berlin
Défense,0.9,2014,1-fc-union-berlin
Milieu,1.0,2014,1-fc-union-berlin
Attaquant,1.2,2014,1-fc-union-berlin
Total,1.2,2014,1-fc-union-berlin
Gardien,0.5,2015,1-fc-union-berlin
Défense,0.9,2015,1-fc-union-berlin
Milieu,1.7,2015,1-fc-union-berlin
Attaquant,1.5,2015,1-fc-union-berlin
Total,1.7,2015,1-fc-union-berlin
Gardien,0.6,2016,1-fc-union-berlin
Défense,1.75,2016,1-fc-union-berlin
Milieu,1.5,2016,1-fc-union-berlin
Attaquant,2.0,2016,1-fc-union-berlin
Total,2.0,2016,1-fc-union-berlin
Gardien,0.6,2017,1-fc-union-berlin
Défense,2.0,2017,1-fc-union-berlin
Milieu,1.25,2017,1-fc-union-berlin
Attaquant,3.5,2017,1-fc-union-berlin
Total,3.5,2017,1-fc-union-berlin
Gardien,1.0,2018,1-fc-union-berlin
Défense,3.0,2018,1-fc-union-berlin
Milieu,2.0,2018,1-fc-union-berlin
Attaquant,2.25,2018,1-fc-union-berlin
Total,3.0,2018,1-fc-union-berlin
Gardien,1.2,2019,1-fc-union-berlin
Défense,2.8,2019,1-fc-union-berlin
Milieu,2.8,2019,1-fc-union-berlin
Attaquant,4.8,2019,1-fc-union-berlin
Total,4.8,2019,1-fc-union-berlin
Gardien,2.0,2020,1-fc-union-berlin
Défense,10.0,2020,1-fc-union-berlin
Milieu,7.0,2020,1-fc-union-berlin
Attaquant,5.0,2020,1-fc-union-berlin
Total,10.0,2020,1-fc-union-berlin
Gardien,0.4,2014,arminia-bielefeld
Défense,0.5,2014,arminia-bielefeld
Milieu,0.5,2014,arminia-bielefeld
Attaquant,0.6,2014,arminia-bielefeld
Total,0.6,2014,arminia-bielefeld
Gardien,0.7,2015,arminia-bielefeld
Défense,0.75,2015,arminia-bielefeld
Milieu,0.8,2015,arminia-bielefeld
Attaquant,0.8,2015,arminia-bielefeld
Total,0.8,2015,arminia-bielefeld
Gardien,0.4,2016,arminia-bielefeld
Défense,1.2,2016,arminia-bielefeld
Milieu,1.0,2016,arminia-bielefeld
Attaquant,0.9,2016,arminia-bielefeld
Total,1.2,2016,arminia-bielefeld
Gardien,0.9,2017,arminia-bielefeld
Défense,1.5,2017,arminia-bielefeld
Milieu,1.5,2017,arminia-bielefeld
Attaquant,1.75,2017,arminia-bielefeld
Total,1.75,2017,arminia-bielefeld
Gardien,0.9,2018,arminia-bielefeld
Défense,1.25,2018,arminia-bielefeld
Milieu,1.25,2018,arminia-bielefeld
Attaquant,1.75,2018,arminia-bielefeld
Total,1.75,2018,arminia-bielefeld
Gardien,0.8,2019,arminia-bielefeld
Défense,1.8,2019,arminia-bielefeld
Milieu,1.6,2019,arminia-bielefeld
Attaquant,2.0,2019,arminia-bielefeld
Total,2.0,2019,arminia-bielefeld
Gardien,6.0,2020,arminia-bielefeld
Défense,7.0,2020,arminia-bielefeld
Milieu,7.0,2020,arminia-bielefeld
Attaquant,7.0,2020,arminia-bielefeld
Total,7.0,2020,arminia-bielefeld
