id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,year
360,Ádám Szalai,16,793,0,2.9867,2,0.8599,20,14,2,0,F S,"Hannover 96,Hoffenheim",0,2.9867,4.2234,0.6305,2015
364,Luca-Milan Zander,2,105,0,0.0,0,0.0,0,0,0,0,D S,Werder Bremen,0,0.0,0.0,0.0,2015
365,Ahmet Arslan,1,1,0,0.0,0,0.0,0,0,0,0,S,Hamburger SV,0,0.0,0.0,0.0,2015
369,Ismail Azzaoui,2,19,0,0.0,0,0.0,0,0,0,0,S,Wolfsburg,0,0.0,0.5811,0.5811,2015
370,Marvin Friedrich,2,3,0,0.0,0,0.0,0,0,0,0,S,Schalke 04,0,0.0,0.0,0.0,2015
372,Julian Weigl,30,2244,0,0.2261,0,1.2696,9,16,5,0,M S,Borussia Dortmund,0,0.2261,19.7713,19.3192,2015
374,Marvin Wanitzek,1,3,0,0.0,0,0.0,0,0,0,0,S,VfB Stuttgart,0,0.0,0.0,0.0,2015
375,Odisseas Vlachodimos,3,200,0,0.0,0,0.0,0,0,0,0,GK S,VfB Stuttgart,0,0.0,0.0184,0.0184,2015
376,Arianit Ferati,3,68,0,0.0635,1,0.5317,1,4,0,0,S,VfB Stuttgart,0,0.0635,0.7513,0.1792,2015
378,Milos Pantovic,1,1,0,0.0,0,0.0,0,0,0,0,S,Bayern Munich,0,0.0,0.0,0.0,2015
379,Markus Suttner,18,1342,0,0.5631,0,1.1873,20,16,2,0,D S,Ingolstadt,0,0.5631,1.8909,1.2193,2015
380,Sandro Sirigu,6,119,0,0.0,2,1.0383,0,2,0,0,M S,Darmstadt,0,0.0,1.0383,0.0,2015
381,Ronny,1,27,0,0.0454,0,0.0,2,0,0,0,S,Hertha Berlin,0,0.0454,0.0454,0.0,2015
383,Florian Klein,22,1571,0,0.425,2,2.1128,14,13,3,1,D M S,VfB Stuttgart,0,0.425,4.4694,2.2348,2015
385,Daniel Opare,4,360,0,0.0823,0,0.1542,2,2,2,0,D M,Augsburg,0,0.0823,0.8236,0.5872,2015
390,Fabian Reese,1,3,0,0.0,0,0.0745,0,1,0,0,S,Schalke 04,0,0.0,0.0,0.0,2015
397,Tobias Werner,13,691,0,2.3606,1,1.0531,22,17,2,0,M S,Augsburg,0,2.3606,3.1266,0.228,2015
398,Sascha Mölders,4,23,0,0.1388,0,0.0,2,0,0,0,S,Augsburg,0,0.1388,0.1388,0.0,2015
399,Ulisses García,11,592,0,0.4331,1,0.9016,11,5,3,0,D M S,Werder Bremen,0,0.4331,1.1574,0.4796,2015
400,Lukas Fröde,8,115,0,0.0493,0,0.0,1,0,0,0,M S,Werder Bremen,0,0.0493,0.7457,0.7457,2015
401,Álvaro Domínguez,6,472,0,0.0,0,0.0189,0,1,1,0,D S,Borussia M.Gladbach,0,0.0,1.1018,1.0829,2015
402,Konstantin Engel,4,192,0,0.0176,0,0.012,2,1,2,0,D S,Ingolstadt,0,0.0176,0.0245,0.0154,2015
403,Lukas Klünter,1,14,0,0.1079,0,0.0,1,0,0,0,S,FC Cologne,0,0.1079,0.0,0.0,2015
404,Felix Platte,12,137,0,0.3055,0,0.123,4,2,2,0,F S,"Darmstadt,Schalke 04",0,0.3055,0.4648,0.0364,2015
405,Mart Ristl,3,42,0,0.0,0,0.0242,0,1,1,0,S,VfB Stuttgart,0,0.0,0.1301,0.1301,2015
408,Carlos Ascues,1,8,0,0.0,0,0.0,0,0,0,0,S,Wolfsburg,0,0.0,0.0,0.0,2015
409,Philipp Klement,2,27,0,0.0983,0,0.0,1,0,0,0,S,Mainz 05,0,0.0983,0.0,0.0,2015
411,Albin Ekdal,14,1147,0,0.09,0,0.2297,5,4,4,0,M,Hamburger SV,0,0.09,1.8924,1.6898,2015
414,Juan Bernat,16,1148,0,0.4536,1,0.837,9,7,2,0,D M S,Bayern Munich,0,0.4536,5.2508,4.0282,2015
415,Oliver Hüsing,1,5,0,0.0,0,0.0,0,0,0,0,S,Werder Bremen,0,0.0,0.0926,0.0926,2015
417,Tin Jedvaj,15,956,0,0.0485,0,0.2061,3,4,5,1,D S,Bayer Leverkusen,0,0.0485,0.9784,0.7779,2015
419,Maximilian Mittelstädt,3,181,0,0.0522,1,0.4485,1,2,0,0,D M S,Hertha Berlin,0,0.0522,0.5783,0.0776,2015
425,Marcel Hilßner,1,34,0,0.0,0,0.0,0,0,0,0,S,Werder Bremen,0,0.0,0.0,0.0,2015
427,Marco Höger,5,188,0,0.0687,0,0.0,2,0,2,0,M S,Schalke 04,0,0.0687,0.169,0.1003,2015
429,Francisco Rodríguez,1,8,0,0.0,0,0.0649,0,1,0,0,S,Wolfsburg,0,0.0,0.3819,0.3819,2015
432,Devante Parker,1,1,0,0.0,0,0.0,0,0,0,0,S,Mainz 05,0,0.0,0.0,0.0,2015
433,Nico Schulz,2,49,0,0.0538,0,0.0,1,0,0,0,S,"Borussia M.Gladbach,Hertha Berlin",0,0.0538,0.0538,0.0,2015
434,Thomas Kraft,6,500,0,0.0,0,0.0,0,0,0,0,GK,Hertha Berlin,0,0.0,0.1136,0.1136,2015
435,Benjamin Henrichs,9,536,0,0.0,1,0.1322,0,3,1,0,D S,Bayer Leverkusen,0,0.0,1.9631,1.8309,2015
436,Andre Hoffmann,8,520,0,0.1423,0,0.3935,5,2,2,0,M S,Hannover 96,0,0.1423,1.1885,0.7674,2015
439,Martin Stranzl,4,164,0,0.0,0,0.0,0,0,0,0,D S,Borussia M.Gladbach,0,0.0,0.1313,0.1313,2015
440,Tom Mickel,1,90,0,0.0,0,0.0,0,0,0,0,GK,Hamburger SV,0,0.0,0.2789,0.2789,2015
441,Fabian Frei,18,956,0,0.5914,2,0.4785,11,9,1,0,M S,Mainz 05,0,0.5914,3.5013,2.8706,2015
443,Peter Pekarík,12,1066,0,0.0649,1,0.2271,4,6,1,0,D,Hertha Berlin,0,0.0649,1.9155,1.6235,2015
445,Philipp Ochs,13,559,0,0.2244,1,0.8036,6,7,0,0,D M S,Hoffenheim,0,0.2244,3.3084,2.4306,2015
446,Florian Kohls,1,7,0,0.006,0,0.0,1,0,0,0,S,Hertha Berlin,0,0.006,0.006,0.0,2015
447,Kevin De Bruyne,2,168,0,0.8674,0,0.011,4,1,1,0,M,Wolfsburg,0,0.8674,1.022,0.2233,2015
450,Benjamin Gorka,4,13,0,0.0,0,0.0,0,0,0,0,S,Darmstadt,0,0.0,0.0,0.0,2015
451,Matija Nastasic,1,16,0,0.0,0,0.0,0,0,0,0,D,Schalke 04,0,0.0,0.0217,0.0217,2015
452,Takashi Inui,1,49,0,0.0,0,0.0182,0,1,0,0,M,Eintracht Frankfurt,0,0.0,0.0182,0.0,2015
453,Son Heung-Min,1,65,0,0.4162,0,0.0,2,0,0,0,M,Bayer Leverkusen,0,0.4162,0.5188,0.5188,2015
1217,Moritz Leitner,9,318,0,0.6465,1,0.2913,6,5,0,0,M S,Borussia Dortmund,0,0.6465,2.9527,2.3062,2015
2623,Milan Ivana,1,2,0,0.0,0,0.0,0,0,0,0,S,Darmstadt,0,0.0,0.0,0.0,2015
2625,Paul Seguin,4,176,0,0.1451,0,0.0348,2,1,0,0,M S,Wolfsburg,0,0.1451,0.1914,0.0116,2015
2626,Leandro Putaro,4,40,0,0.1022,0,0.0,1,0,0,0,S,Wolfsburg,0,0.1022,0.1229,0.0207,2015
2628,Mitchell Langerak,2,180,0,0.0,0,0.0,0,0,0,0,GK,VfB Stuttgart,0,0.0,0.0339,0.0339,2015
2629,Matthias Zimmermann,2,167,0,0.0096,0,0.2956,1,1,0,0,D,VfB Stuttgart,0,0.0096,0.3827,0.0775,2015
2632,Elkin Soto,1,1,0,0.0,0,0.0,0,0,0,0,S,Mainz 05,0,0.0,0.0,0.0,2015
2633,Julian Schieber,6,133,0,0.0268,1,0.6275,2,2,1,0,S,Hertha Berlin,0,0.0268,0.779,0.1396,2015
2634,David Yelldell,1,42,0,0.0,0,0.0,0,0,0,0,S,Bayer Leverkusen,0,0.0,0.0,0.0,2015
2639,Alexander Nübel,1,1,0,0.0,0,0.0,0,0,0,0,S,Schalke 04,0,0.0,0.0,0.0,2015
2642,Nuri Sahin,9,506,0,0.1714,2,0.2992,4,6,1,0,M S,Borussia Dortmund,0,0.1714,2.9061,2.6346,2015
2643,Mergim Mavraj,12,991,0,0.4232,0,0.0,5,0,1,0,D S,FC Cologne,0,0.4232,2.2173,2.1647,2015
2644,Filip Mladenovic,14,851,0,0.4786,2,1.7465,13,16,1,0,D M S,FC Cologne,0,0.4786,3.9802,2.5541,2015
2645,Marcel Hartel,6,71,0,0.2126,0,0.0,4,0,0,0,S,FC Cologne,0,0.2126,0.3177,0.1051,2015
2646,Özkan Yildirim,1,13,0,0.0831,0,0.0,1,0,0,0,S,Werder Bremen,0,0.0831,0.0831,0.0,2015
2647,László Kleinheisler,6,184,0,0.1559,0,0.0527,5,1,0,0,M S,Werder Bremen,0,0.1559,0.6826,0.5023,2015
2649,Sonny Kittel,8,271,0,0.6046,0,0.0999,7,1,0,0,M S,Eintracht Frankfurt,0,0.6046,0.7522,0.085,2015
2650,Serdar Tasci,3,222,0,0.0535,0,0.0,1,0,1,0,D,Bayern Munich,0,0.0535,0.2914,0.2914,2015
2651,Fynn Arkenberg,2,180,0,0.027,0,0.0897,1,1,0,0,D,Hannover 96,0,0.027,0.2702,0.1535,2015
2652,Valmir Sulejmani,4,114,0,0.0866,0,0.0,2,0,0,0,M S,Hannover 96,0,0.0866,0.2165,0.1299,2015
2653,Iver Fossum,9,723,0,0.9062,0,0.786,13,13,0,0,F M S,Hannover 96,0,0.9062,3.2549,1.7278,2015
2654,Tim Dierßen,1,19,0,0.0,0,0.0,0,0,0,0,S,Hannover 96,0,0.0,0.0,0.0,2015
2657,Nabil Bahoui,6,209,0,0.1386,0,0.1374,3,2,1,0,M S,Hamburger SV,0,0.1386,0.1569,0.0,2015
2659,Noah Joel Sarenren Bazee,5,386,0,1.4064,3,1.4757,18,6,1,0,M,Hannover 96,0,1.4064,2.9481,0.101,2015
2661,Marco Fabián,11,803,0,0.6785,2,2.4521,19,20,2,0,F M S,Eintracht Frankfurt,0,0.6785,3.2466,1.5709,2015
2663,Felix Passlack,3,182,0,0.0,0,0.0684,0,1,0,0,D M S,Borussia Dortmund,0,0.0,0.8053,0.7369,2015
2664,Kevin Großkreutz,10,900,0,0.3275,0,0.5977,6,6,3,0,D,VfB Stuttgart,0,0.3275,2.7077,2.4558,2015
2665,Jeffrey Gouweleeuw,11,990,0,0.7223,0,0.2923,2,5,2,1,D M,Augsburg,0,0.7223,3.1378,2.7435,2015
2668,Martin Hinteregger,10,660,0,0.21,0,0.362,4,4,0,0,D M S,Borussia M.Gladbach,0,0.21,2.4185,2.0852,2015
2669,Alexander Milosevic,10,822,0,0.2523,0,0.0,6,0,1,0,D,Hannover 96,0,0.2523,0.2743,0.2559,2015
2672,Bruno Henrique,7,248,0,0.2105,1,0.5858,4,4,1,0,F M S,Wolfsburg,0,0.2105,0.9072,0.5866,2015
2673,Albian Ajeti,1,36,0,0.0,0,0.0,0,0,0,0,S,Augsburg,0,0.0,0.0426,0.0426,2015
2674,Thilo Kehrer,1,1,0,0.0,0,0.0,0,0,0,0,S,Schalke 04,0,0.0,0.0,0.0,2015
2681,Hotaru Yamaguchi,6,408,0,0.0446,0,0.0267,3,1,1,0,M,Hannover 96,0,0.0446,0.5432,0.4719,2015
2688,Russell Canouse,1,22,0,0.0,0,0.0,0,0,0,0,S,Hoffenheim,0,0.0,0.0,0.0,2015
2690,Sidney Sam,2,15,0,0.3018,0,0.0,3,0,0,0,S,Schalke 04,0,0.3018,0.2777,0.0,2015
2691,Milos Veljkovic,3,92,0,0.0,0,0.0,0,0,0,0,M S,Werder Bremen,0,0.0,0.2053,0.2053,2015
2692,Leon Guwara,1,90,0,0.0,0,0.0,0,0,0,0,D,Werder Bremen,0,0.0,0.0364,0.0364,2015
2693,Marius Wolf,2,141,0,0.0409,0,0.0,1,0,1,0,M,Hannover 96,0,0.0409,0.0409,0.0,2015
2701,Nico Rinderknecht,1,4,0,0.0,0,0.0,0,0,0,0,S,Eintracht Frankfurt,0,0.0,0.0,0.0,2015
318,Pierre-Emerick Aubameyang,32,2785,31,31.145,2,4.5016,116,26,3,0,F S,Borussia Dortmund,29,28.1139,32.5865,3.3518,2016
227,Robert Lewandowski,33,2781,30,30.0978,5,5.5505,143,30,5,0,F S,Bayern Munich,25,26.3091,33.5874,7.8913,2016
137,Anthony Modeste,34,2983,25,20.4586,2,1.8528,101,19,3,0,F,FC Cologne,22,17.4277,18.9451,4.1388,2016
65,Timo Werner,31,2450,21,14.531,5,3.4635,74,31,4,0,F S,RasenBallsport Leipzig,19,13.0155,18.1945,4.1276,2016
3887,Mario Gomez,33,2858,16,17.4952,1,3.459,84,38,4,0,F S,Wolfsburg,14,15.9796,19.8699,4.0989,2016
155,Max Kruse,23,2049,15,8.4951,7,5.5252,41,49,1,0,F M,Werder Bremen,11,5.464,14.9263,5.637,2016
956,Andrej Kramaric,34,2384,15,14.2329,8,6.2776,99,35,1,0,F M S,Hoffenheim,10,10.4441,17.6468,3.7181,2016
392,Arjen Robben,26,1829,13,6.103,9,6.791,83,49,0,0,F M S,Bayern Munich,13,6.103,18.6963,8.5441,2016
29,Vedad Ibisevic,32,2732,12,13.6181,4,1.8482,72,19,7,1,F,Hertha Berlin,9,11.3449,14.9721,3.9868,2016
11,Sandro Wagner,31,2608,11,12.228,2,2.0659,66,17,3,1,F S,Hoffenheim,11,12.228,13.0689,3.6683,2016
191,Chicharito,26,1812,11,11.7725,3,2.6523,52,22,1,0,F S,Bayer Leverkusen,11,10.2572,13.0621,4.1984,2016
208,Lars Stindl,30,2597,11,9.0923,3,2.9697,68,38,8,0,F M S,Borussia M.Gladbach,11,8.3345,17.7229,8.2208,2016
306,Florian Niederlechner,34,2440,11,10.8186,2,1.7293,78,17,4,0,F S,Freiburg,8,8.5453,10.0079,1.3486,2016
993,Serge Gnabry,27,1969,11,5.7091,1,3.1457,62,31,1,0,F M S,Werder Bremen,10,4.9513,8.574,2.0797,2016
4248,Nils Petersen,33,1211,10,9.9988,4,1.322,51,16,0,0,F S,Freiburg,8,7.7254,7.9898,0.8739,2016
4247,Maximilian Philipp,25,1944,9,5.9658,2,2.9336,53,26,5,0,F M S,Freiburg,9,5.208,6.2845,1.677,2016
5302,Guido Burgstaller,18,1478,9,8.2017,2,2.4339,45,18,1,0,F S,Schalke 04,9,7.4439,9.6443,1.5738,2016
115,Fin Bartels,31,2222,8,5.9652,7,5.6634,42,41,4,0,F M S,Werder Bremen,8,5.9652,14.5905,4.1447,2016
360,Ádám Szalai,22,763,8,4.0745,1,1.2159,18,16,2,0,F M S,Hoffenheim,8,4.0745,6.0095,2.1395,2016
5247,Naby Keita,31,2418,8,4.8109,7,5.0582,43,40,8,0,M S,RasenBallsport Leipzig,8,4.8109,15.8406,8.0058,2016
5248,Marcel Sabitzer,32,2604,8,9.1273,4,4.0503,79,35,3,0,F M S,RasenBallsport Leipzig,8,9.1273,19.4797,9.0283,2016
5249,Emil Forsberg,30,2353,8,6.101,19,12.025,49,94,1,1,F M S,RasenBallsport Leipzig,7,4.5854,17.3942,6.365,2016
26,Salomon Kalou,26,2008,7,5.8789,4,4.4171,38,24,1,0,F M S,Hertha Berlin,6,5.1211,8.601,1.5262,2016
45,Yunus Malli,32,2561,7,8.0126,7,5.9776,60,51,1,0,F M S,"Mainz 05,Wolfsburg",4,5.7393,11.9986,4.982,2016
88,Mark Uth,22,1146,7,4.1593,3,2.2284,39,21,4,0,F M S,Hoffenheim,7,4.1593,6.4423,1.0243,2016
135,Yuya Osako,30,2382,7,4.7689,6,5.2222,43,33,4,0,F M S,FC Cologne,7,4.7689,13.3381,5.115,2016
210,Raffael,20,1505,7,6.6395,0,3.8743,46,44,1,0,F S,Borussia M.Gladbach,6,5.8817,11.9086,4.5307,2016
240,Almog Cohen,31,2503,7,6.3926,1,0.7125,60,6,2,0,M S,Ingolstadt,6,5.6348,7.1012,2.5855,2016
319,Marco Reus,17,1194,7,8.9535,4,4.6547,43,24,1,1,F M S,Borussia Dortmund,5,7.4379,12.988,4.712,2016
2661,Marco Fabián,24,2055,7,8.3195,4,3.1373,64,35,10,0,F M S,Eintracht Frankfurt,6,6.8039,10.9283,2.6839,2016
83,Kevin Volland,23,1462,6,5.2239,2,2.9528,34,25,3,1,F M S,Bayer Leverkusen,5,4.4661,8.704,2.9844,2016
189,Hakan Calhanoglu,15,1223,6,4.4955,5,3.7135,47,29,1,0,F M S,Bayer Leverkusen,5,2.98,7.143,4.0364,2016
213,Thorgan Hazard,23,1631,6,5.5651,4,2.5026,42,32,3,0,F M S,Borussia M.Gladbach,6,4.8074,8.3276,2.429,2016
223,Joshua Kimmich,27,1540,6,4.2109,1,1.6047,31,31,1,0,D M S,Bayern Munich,6,4.2109,12.4096,10.1346,2016
229,Thiago Alcántara,27,2291,6,4.9808,5,3.148,37,49,4,0,M S,Bayern Munich,6,4.9808,25.8859,20.3347,2016
280,Halil Altintop,31,1602,6,3.8,2,1.3147,16,15,1,0,F M S,Augsburg,6,3.8,7.8965,2.9588,2016
2636,Darío Lezcano,33,2522,6,6.9479,3,2.7184,59,29,4,0,F S,Ingolstadt,6,6.1901,11.9215,4.3964,2016
2638,Alessandro Schöpf,28,2040,6,4.1746,2,1.542,28,25,4,0,M S,Schalke 04,6,4.1746,10.2645,5.676,2016
3226,Ousmane Dembélé,32,2042,6,5.1061,12,11.5074,55,62,7,0,F M S,Borussia Dortmund,6,5.1061,20.9566,7.1581,2016
3455,Raphael Guerreiro,24,1484,6,4.2855,3,2.6908,33,27,0,0,D M S,Borussia Dortmund,6,4.2855,15.2116,9.8719,2016
5222,Joel Pohjanpalo,11,180,6,4.0892,0,0.8297,18,4,0,0,F S,Bayer Leverkusen,6,4.0892,5.2768,0.4985,2016
5266,Vincenzo Grifo,30,2492,6,5.3731,8,5.8074,83,70,1,0,F M S,Freiburg,5,4.6153,9.681,4.8451,2016
5273,Kerem Demirbay,28,2188,6,4.1232,8,7.0299,51,60,4,0,M S,Hoffenheim,6,4.1232,13.0967,7.2768,2016
40,Stefan Bell,31,2744,5,2.4975,1,2.146,24,14,9,1,D S,Mainz 05,5,2.4975,3.4879,2.5916,2016
44,Pablo De Blasis,31,1654,5,4.0669,4,4.3635,35,32,5,0,F M S,Mainz 05,4,3.3091,7.3089,2.4957,2016
47,Yoshinori Muto,19,1010,5,4.1504,0,0.5898,18,7,3,0,F S,Mainz 05,5,4.1504,3.9762,0.5445,2016
48,Jhon Córdoba,29,2365,5,8.3835,3,1.9699,59,18,8,1,F S,Mainz 05,5,8.3835,11.16,3.0078,2016
110,Theodor Gebre Selassie,30,2340,5,3.5406,2,1.5138,27,18,4,0,D M S,Werder Bremen,5,3.5406,7.1487,4.4596,2016
170,Nicolai Müller,25,1904,5,5.5665,6,2.6554,43,28,4,0,M S,Hamburger SV,5,5.5665,10.31,4.4429,2016
171,Michael Gregoritsch,30,1306,5,4.9869,1,1.2617,52,9,4,0,F M S,Hamburger SV,5,4.9869,6.8205,2.4706,2016
216,Branimir Hrgota,28,1761,5,7.4376,1,2.887,38,16,2,0,F M S,Eintracht Frankfurt,5,7.4376,12.2967,3.9425,2016
224,Thomas Müller,29,2266,5,8.4444,12,10.1391,65,60,0,0,F M S,Bayern Munich,5,8.4444,22.2387,8.0561,2016
239,Pascal Groß,33,2734,5,5.6761,4,7.7073,51,98,5,0,F M S,Ingolstadt,2,3.4028,10.0906,5.5455,2016
310,Lukasz Piszczek,25,2033,5,2.6325,1,2.1495,19,18,1,0,D M S,Borussia Dortmund,5,2.6325,12.8048,10.1186,2016
329,Franck Ribéry,22,1245,5,2.8965,11,5.2915,21,49,2,0,F M S,Bayern Munich,5,2.8965,13.2712,7.5699,2016
335,Leon Goretzka,30,2570,5,4.4022,3,3.298,51,34,2,0,M,Schalke 04,5,4.4022,11.5843,4.7917,2016
356,Alexander Meier,21,1399,5,6.1014,2,1.4745,43,11,1,0,F M S,Eintracht Frankfurt,5,4.5858,5.2651,1.4417,2016
914,Nabil Bentaleb,32,2555,5,2.78,5,3.4045,42,31,12,0,M S,Schalke 04,4,2.0222,12.8695,9.2347,2016
5224,Bobby Wood,28,2083,5,5.8151,2,2.8257,39,25,1,1,F M S,Hamburger SV,5,5.8151,9.8551,2.6079,2016
5250,Yussuf Poulsen,29,2087,5,6.4211,4,3.2953,47,26,4,0,F S,RasenBallsport Leipzig,5,6.4211,11.0019,2.6812,2016
12,Mario Vrancic,23,1543,4,2.4744,2,4.1063,30,52,1,1,M S,Darmstadt,3,1.7167,4.5172,2.9435,2016
32,Valentin Stocker,17,1173,4,3.7306,1,1.3225,24,15,1,1,M S,Hertha Berlin,4,3.7306,4.7616,0.6791,2016
43,Danny Latza,21,1579,4,1.1123,0,0.8268,28,13,6,0,M S,Mainz 05,4,1.1123,2.7101,1.632,2016
64,Filip Kostic,31,2543,4,3.904,3,4.7839,53,39,6,0,M S,Hamburger SV,4,3.904,7.9141,0.7971,2016
111,Jannik Vestergaard,34,2650,4,3.6156,1,0.7439,35,5,1,0,D S,Borussia M.Gladbach,4,3.6156,6.6032,5.8179,2016
118,Levin Öztunali,30,1972,4,3.698,6,4.4603,28,32,1,0,M S,Mainz 05,4,3.698,7.7914,1.5493,2016
144,Milos Jojic,19,1091,4,1.4756,4,2.1367,18,21,2,0,M S,FC Cologne,4,1.4756,5.1884,2.7429,2016
157,Daniel Caligiuri,32,2229,4,3.3981,4,2.9251,39,30,2,0,D F M S,"Schalke 04,Wolfsburg",4,3.3981,10.6484,5.3937,2016
174,Aaron Hunt,22,1306,4,2.6916,2,1.6351,14,26,3,0,F M S,Hamburger SV,4,1.9338,3.2063,0.9367,2016
190,Stefan Kießling,20,743,4,5.2098,1,0.7455,23,8,0,0,F S,Bayer Leverkusen,3,4.452,6.2665,1.9151,2016
222,Arturo Vidal,27,1825,4,2.6879,2,2.8736,39,25,8,0,M S,Bayern Munich,4,2.6879,17.2484,14.0422,2016
254,Steven Zuber,24,2026,4,1.6007,4,1.8358,36,18,2,0,D M S,Hoffenheim,4,1.6007,7.812,4.7462,2016
273,Raúl Bobadilla,18,1042,4,2.8522,1,1.2097,35,15,1,0,F M S,Augsburg,4,2.8522,5.7564,2.8364,2016
300,Daniel Didavi,18,998,4,3.6816,2,2.6663,29,16,0,0,M S,Wolfsburg,4,3.6816,5.9941,2.1643,2016
301,Zlatko Junuzovic,30,2496,4,3.194,8,4.3005,43,49,5,0,F M S,Werder Bremen,4,3.194,10.6201,5.909,2016
368,Konstantinos Stafylidis,27,2252,4,1.6876,0,1.3526,45,16,6,0,D M S,Augsburg,4,1.6876,4.1859,2.8857,2016
379,Markus Suttner,31,2740,4,1.9017,5,5.2478,43,53,10,0,D M,Ingolstadt,4,1.9017,7.1204,6.1526,2016
391,David Alaba,32,2508,4,1.9904,4,4.3967,32,34,1,0,D S,Bayern Munich,4,1.9904,17.5609,13.9637,2016
393,Douglas Costa,23,1367,4,2.5999,3,4.217,42,35,2,0,F M S,Bayern Munich,4,2.5999,12.3372,8.8472,2016
4280,Davie Selke,21,420,4,2.699,1,1.0038,13,6,4,0,F S,RasenBallsport Leipzig,4,2.699,3.5302,0.1754,2016
5220,Kai Havertz,24,1444,4,3.1233,5,3.2125,30,20,2,0,F M S,Bayer Leverkusen,4,3.1233,8.0485,4.2688,2016
5230,Thomas Delaney,13,922,4,0.7766,1,0.8276,14,6,3,0,M S,Werder Bremen,4,0.7766,3.8987,3.1108,2016
5282,Antonio-Mirko Colak,22,1267,4,5.0578,1,0.3263,32,7,0,1,F S,Darmstadt,3,3.5422,3.9524,0.5054,2016
6,Marcel Heller,32,2723,3,3.2726,3,5.1819,42,30,2,0,M S,Darmstadt,3,3.2726,9.8901,3.5916,2016
8,Jérôme Gondorf,29,2557,3,4.103,4,2.6766,31,36,7,0,M,Darmstadt,2,3.3452,7.7185,4.2681,2016
23,Marvin Plattenhardt,27,2430,3,1.2612,3,4.4204,24,36,3,0,D,Hertha Berlin,3,1.2612,4.6711,4.2851,2016
194,Admir Mehmedi,22,1270,3,2.2587,0,0.6467,16,12,1,0,F M S,Bayer Leverkusen,3,2.2587,4.3626,2.5943,2016
230,Xabi Alonso,27,1908,3,0.9047,2,3.1411,25,40,6,0,M S,Bayern Munich,3,0.9047,13.7762,12.4464,2016
235,Romain Brègerie,17,1528,3,0.9593,0,0.3942,14,7,3,1,D,Ingolstadt,3,0.9593,1.901,1.6065,2016
242,Lukas Hinterseer,28,942,3,3.944,1,1.8706,20,13,2,0,F M S,Ingolstadt,1,2.4284,4.1616,1.2202,2016
261,Julian Brandt,32,2309,3,4.2903,8,7.6167,46,51,0,0,F M S,Bayer Leverkusen,3,4.2903,18.1705,10.1334,2016
262,Leonardo Bittencourt,16,983,3,4.5031,5,3.5929,22,15,3,0,F M S,FC Cologne,3,4.5031,9.6758,3.5512,2016
264,Paul Verhaegh,31,2766,3,3.1921,2,1.4699,10,12,4,0,D M,Augsburg,0,0.161,5.1181,4.3606,2016
276,Dong-Won Ji,34,2289,3,3.5874,2,3.5324,45,27,4,0,F M S,Augsburg,3,3.5874,9.6766,3.9675,2016
291,Haris Seferovic,25,1055,3,4.2801,0,1.3105,31,11,1,1,F M S,Eintracht Frankfurt,3,4.2801,6.0309,1.7429,2016
316,Gonzalo Castro,28,1936,3,2.3798,6,4.6589,30,42,5,0,M S,Borussia Dortmund,3,2.3798,15.8218,11.7543,2016
327,Fabian Johnson,21,1247,3,3.7329,2,2.0166,23,19,1,0,D F M S,Borussia M.Gladbach,3,3.7329,7.771,3.1384,2016
339,Eric Maxim Choupo-Moting,23,1689,3,5.9951,4,3.6268,48,32,1,0,F M S,Schalke 04,2,4.4796,8.4987,2.7228,2016
342,Sead Kolasinac,25,2072,3,2.4096,5,2.8431,17,23,5,0,D M S,Schalke 04,3,2.4096,7.9852,4.0603,2016
412,André Hahn,30,1599,3,4.3643,1,0.858,34,13,3,0,F M S,Borussia M.Gladbach,3,3.6065,5.2866,1.5795,2016
2633,Julian Schieber,18,412,3,1.326,1,1.01,15,4,3,0,F S,Hertha Berlin,3,1.326,1.5349,0.5146,2016
2655,Alfred Finnbogason,13,1133,3,4.658,1,0.923,22,13,1,1,F,Augsburg,3,4.658,6.7669,1.2588,2016
2662,Christian Pulisic,29,1511,3,4.0035,6,4.7234,32,25,1,0,F M S,Borussia Dortmund,3,4.0035,11.559,3.6801,2016
2666,Artjoms Rudnevs,18,671,3,3.2065,3,2.7666,21,16,3,0,F M S,FC Cologne,3,3.2065,6.8217,0.949,2016
2668,Martin Hinteregger,31,2775,3,2.2863,0,0.0379,26,3,5,0,D,Augsburg,3,2.2863,6.0113,4.5302,2016
4271,Janik Haberer,32,1952,3,2.4914,4,3.5646,30,35,7,0,F M S,Freiburg,3,2.4914,8.8527,3.734,2016
5257,Willi Orban,28,2518,3,2.1531,1,1.0333,23,3,7,1,D,RasenBallsport Leipzig,3,2.1531,5.902,5.7936,2016
4,Aytac Sulu,27,2430,2,3.0695,0,0.1828,25,3,7,0,D,Darmstadt,2,3.0695,1.9105,1.8806,2016
22,John Brooks,24,2118,2,0.8102,0,0.0528,13,1,5,0,D,Hertha Berlin,2,0.8102,2.4203,2.3553,2016
27,Vladimir Darida,25,1978,2,1.5039,2,2.685,30,30,6,0,M S,Hertha Berlin,2,1.5039,6.1192,3.8022,2016
28,Mitchell Weiser,17,1124,2,1.5467,4,2.8241,10,27,2,0,D M S,Hertha Berlin,2,1.5467,7.0942,3.9483,2016
