Positions,Âge,Valeur marchande (millions),Valeur marchande moyenne (millions),Years,Crew
Gardien,"24,80",3.9,0.78,2017,ud levante
Défense,"25,00",14.5,1.32,2017,ud levante
Milieu de terrain,"22,25",16.75,2.09,2017,ud levante
Attaquant,"24,54",26.7,2.05,2017,ud levante
Total,"24,22",61.85,1.67,2017,ud levante
Gardien,"25,67",5.8,1.93,2018,ud levante
Défense,"26,09",22.7,2.06,2018,ud levante
Milieu de terrain,"22,88",38.35,4.79,2018,ud levante
Attaquant,"24,80",41.7,4.17,2018,ud levante
Total,"24,84",108.55,3.39,2018,ud levante
Gardien,"25,50",10.35,2.59,2019,ud levante
Défense,"26,36",21.35,1.53,2019,ud levante
Milieu de terrain,"23,13",33.25,4.16,2019,ud levante
Attaquant,"26,71",25.55,3.65,2019,ud levante
Total,"25,55",90.5,2.74,2019,ud levante
Gardien,"23,50",7.15,1.79,2020,ud levante
Défense,"27,18",20.9,1.9,2020,ud levante
Milieu de terrain,"24,40",45.45,4.55,2020,ud levante
Attaquant,"25,67",38.8,4.31,2020,ud levante
Total,"25,53",112.3,3.3,2020,ud levante
Gardien,"25,67",2.2,0.733,2014,deportivo la coruna
Défense,"26,58",18.6,1.55,2014,deportivo la coruna
Milieu de terrain,"24,33",16.8,1.87,2014,deportivo la coruna
Attaquant,"24,78",16.3,1.81,2014,deportivo la coruna
Total,"25,39",53.9,1.63,2014,deportivo la coruna
Gardien,"29,00",3.6,0.72,2015,deportivo la coruna
Défense,"28,40",16.4,1.64,2015,deportivo la coruna
Milieu de terrain,"27,89",24.5,2.72,2015,deportivo la coruna
Attaquant,"22,83",17.25,2.88,2015,deportivo la coruna
Total,"27,23",61.75,2.06,2015,deportivo la coruna
Gardien,"29,00",3.7,0.925,2016,deportivo la coruna
Défense,"26,27",24.6,2.24,2016,deportivo la coruna
Milieu de terrain,"25,18",28.5,2.59,2016,deportivo la coruna
Attaquant,"24,64",37.2,3.38,2016,deportivo la coruna
Total,"25,76",94.0,2.54,2016,deportivo la coruna
Gardien,"27,00",4.2,0.84,2017,deportivo la coruna
Défense,"25,36",19.05,1.36,2017,deportivo la coruna
Milieu de terrain,"26,44",19.9,2.21,2017,deportivo la coruna
Attaquant,"25,00",23.3,2.91,2017,deportivo la coruna
Total,"25,78",66.45,1.85,2017,deportivo la coruna
Gardien,"26,67",1.4,0.467,2018,deportivo la coruna
Défense,"26,50",13.2,1.1,2018,deportivo la coruna
Milieu de terrain,"28,00",11.2,1.24,2018,deportivo la coruna
Attaquant,"25,33",11.35,1.26,2018,deportivo la coruna
Total,"26,61",37.15,1.13,2018,deportivo la coruna
Gardien,"25,00",1.5,0.3,2019,deportivo la coruna
Défense,"24,08",11.5,0.885,2019,deportivo la coruna
Milieu de terrain,"24,55",10.5,0.955,2019,deportivo la coruna
Attaquant,"26,15",11.5,0.885,2019,deportivo la coruna
Total,"24,95",35.0,0.833,2019,deportivo la coruna
Gardien,"21,25",0.85,0.213,2020,deportivo la coruna
Défense,"23,09",2.5,0.227,2020,deportivo la coruna
Milieu de terrain,"23,78",2.7,0.3,2020,deportivo la coruna
Attaquant,"24,14",5.65,0.404,2020,deportivo la coruna
Total,"23,45",11.7,0.308,2020,deportivo la coruna
Gardien,"26,33",1.3,0.433,2014, granada
Défense,"24,31",29.3,2.25,2014, granada
Milieu de terrain,"24,20",16.3,1.63,2014, granada
Attaquant,"24,08",20.65,1.59,2014, granada
Total,"24,36",67.55,1.73,2014, granada
Gardien,"25,75",2.9,0.725,2015, granada
Défense,"25,90",18.9,1.89,2015, granada
Milieu de terrain,"25,25",18.0,2.25,2015, granada
Attaquant,"23,45",31.7,2.88,2015, granada
Total,"24,91",71.5,2.17,2015, granada
Gardien,"26,50",5.1,1.28,2016, granada
Défense,"24,46",19.6,1.51,2016, granada
Milieu de terrain,"23,27",21.8,1.98,2016, granada
Attaquant,"23,87",22.85,1.52,2016, granada
Total,"24,14",69.35,1.61,2016, granada
Gardien,"26,00",1.15,0.383,2017, granada
Défense,"27,22",5.7,0.633,2017, granada
Milieu de terrain,"23,67",7.55,0.839,2017, granada
Attaquant,"25,10",7.8,0.78,2017, granada
Total,"25,39",22.2,0.716,2017, granada
Gardien,"23,00",3.0,1.0,2018, granada
Défense,"25,00",8.9,0.809,2018, granada
Milieu de terrain,"25,90",12.8,1.28,2018, granada
Attaquant,"25,67",6.4,1.07,2018, granada
Total,"25,23",31.1,1.04,2018, granada
Gardien,"23,25",4.75,1.19,2019, granada
Défense,"25,57",21.43,1.53,2019, granada
Milieu de terrain,"23,63",16.1,2.01,2019, granada
Attaquant,"26,00",14.3,1.79,2019, granada
Total,"24,94",56.58,1.66,2019, granada
Gardien,"21,33",13.43,2.24,2020, granada
Défense,"24,36",32.95,2.35,2020, granada
Milieu de terrain,"23,27",43.7,2.91,2020, granada
Attaquant,"26,00",32.38,3.6,2020, granada
Total,"23,91",122.45,2.78,2020, granada
Gardien,"25,00",2.5,0.833,2014,ud almeria
Défense,"24,70",11.2,1.12,2014,ud almeria
Milieu de terrain,"25,13",12.9,1.61,2014,ud almeria
Attaquant,"22,40",11.7,1.17,2014,ud almeria
Total,"24,10",38.3,1.24,2014,ud almeria
Gardien,"26,67",0.9,0.3,2015,ud almeria
Défense,"24,64",6.4,0.457,2015,ud almeria
Milieu de terrain,"25,33",6.2,0.689,2015,ud almeria
Attaquant,"24,10",6.6,0.66,2015,ud almeria
Total,"24,83",20.1,0.558,2015,ud almeria
Gardien,"25,67",0.7,0.233,2016,ud almeria
Défense,"25,50",7.1,0.444,2016,ud almeria
Milieu de terrain,"25,63",2.3,0.288,2016,ud almeria
Attaquant,"24,60",6.45,0.43,2016,ud almeria
Total,"25,21",16.55,0.394,2016,ud almeria
Gardien,"30,00",0.7,0.35,2017,ud almeria
Défense,"25,00",4.8,0.436,2017,ud almeria
Milieu de terrain,"24,11",6.0,0.667,2017,ud almeria
Attaquant,"23,83",4.5,0.375,2017,ud almeria
Total,"24,65",16.0,0.471,2017,ud almeria
Gardien,"25,40",1.05,0.21,2018,ud almeria
Défense,"25,17",8.8,0.733,2018,ud almeria
Milieu de terrain,"24,22",5.6,0.622,2018,ud almeria
Attaquant,"23,55",6.9,0.627,2018,ud almeria
Total,"24,49",22.35,0.604,2018,ud almeria
Gardien,"25,00",2.23,0.371,2019,ud almeria
Défense,"24,57",9.45,0.675,2019,ud almeria
Milieu de terrain,"23,25",12.78,1.06,2019,ud almeria
Attaquant,"21,75",9.2,0.767,2019,ud almeria
Total,"23,50",33.65,0.765,2019,ud almeria
Gardien,"25,50",1.45,0.363,2020,ud almeria
Défense,"23,30",19.0,1.9,2020,ud almeria
Milieu de terrain,"23,67",18.65,2.07,2020,ud almeria
Attaquant,"21,92",31.5,2.63,2020,ud almeria
Total,"23,17",70.6,2.02,2020,ud almeria
Gardien,"28,50",0.9,0.45,2014, cordoba
Défense,"24,45",9.9,0.9,2014, cordoba
Milieu de terrain,"25,73",15.1,1.37,2014, cordoba
Attaquant,"23,67",25.0,2.08,2014, cordoba
Total,"24,81",50.9,1.41,2014, cordoba
Gardien,"26,67",1.3,0.433,2015, cordoba
Défense,"25,11",3.95,0.439,2015, cordoba
Milieu de terrain,"25,83",3.3,0.55,2015, cordoba
Attaquant,"25,40",7.7,0.77,2015, cordoba
Total,"25,54",16.25,0.58,2015, cordoba
Gardien,"24,00",1.7,0.34,2016, cordoba
Défense,"24,77",6.1,0.469,2016, cordoba
Milieu de terrain,"25,44",3.55,0.394,2016, cordoba
Attaquant,"25,40",3.4,0.34,2016, cordoba
Total,"25,00",14.75,0.399,2016, cordoba
Gardien,"27,33",1.3,0.433,2017, cordoba
Défense,"24,08",5.0,0.385,2017, cordoba
Milieu de terrain,"25,91",4.1,0.373,2017, cordoba
Attaquant,"23,50",5.75,0.411,2017, cordoba
Total,"24,61",16.15,0.394,2017, cordoba
Gardien,"22,80",0.85,0.17,2018, cordoba
Défense,"26,42",5.3,0.442,2018, cordoba
Milieu de terrain,"23,27",5.4,0.491,2018, cordoba
Attaquant,"24,69",5.45,0.419,2018, cordoba
Total,"24,59",17.0,0.415,2018, cordoba
Gardien,"23,67",0.4,0.133,2019, cordoba
Défense,"26,42",2.28,0.19,2019, cordoba
Milieu de terrain,"22,63",1.08,0.134,2019, cordoba
Attaquant,"26,42",2.53,0.21,2019, cordoba
Total,"25,31",6.28,0.179,2019, cordoba
Gardien,"25,00",0.4,0.133,2020, cordoba
Défense,"23,73",1.8,0.164,2020, cordoba
Milieu de terrain,"25,17",0.85,0.142,2020, cordoba
Attaquant,"26,50",2.4,0.171,2020, cordoba
Total,"25,24",5.45,0.16,2020, cordoba
Gardien,"26,67",2.0,0.667,2014,real betis sevilla
Défense,"23,82",9.3,0.845,2014,real betis sevilla
Milieu de terrain,"22,90",12.9,1.29,2014,real betis sevilla
Attaquant,"25,56",12.8,1.42,2014,real betis sevilla
Total,"24,27",37.0,1.12,2014,real betis sevilla
Gardien,"24,75",3.4,0.85,2015,real betis sevilla
Défense,"25,70",17.6,1.76,2015,real betis sevilla
Milieu de terrain,"25,00",19.5,2.17,2015,real betis sevilla
Attaquant,"27,30",15.9,1.59,2015,real betis sevilla
Total,"25,88",56.4,1.71,2015,real betis sevilla
Gardien,"31,67",8.4,2.8,2016,real betis sevilla
Défense,"24,10",30.8,3.08,2016,real betis sevilla
Milieu de terrain,"23,56",33.3,3.7,2016,real betis sevilla
Attaquant,"26,67",15.5,1.72,2016,real betis sevilla
Total,"25,42",88.0,2.84,2016,real betis sevilla
Gardien,"25,50",5.45,1.36,2017,real betis sevilla
Défense,"24,09",51.7,4.7,2017,real betis sevilla
Milieu de terrain,"25,00",43.3,7.22,2017,real betis sevilla
Attaquant,"25,60",31.8,3.18,2017,real betis sevilla
Total,"24,94",132.25,4.27,2017,real betis sevilla
Gardien,"25,50",25.0,12.5,2018,real betis sevilla
Défense,"23,92",90.35,7.53,2018,real betis sevilla
Milieu de terrain,"24,67",129.3,10.78,2018,real betis sevilla
Attaquant,"24,58",58.85,4.9,2018,real betis sevilla
Total,"24,45",303.5,7.99,2018,real betis sevilla
Gardien,"22,50",8.8,2.2,2019,real betis sevilla
Défense,"25,09",82.6,7.51,2019,real betis sevilla
Milieu de terrain,"23,57",103.15,7.37,2019,real betis sevilla
Attaquant,"24,00",49.9,5.54,2019,real betis sevilla
Total,"24,00",244.45,6.43,2019,real betis sevilla
Gardien,"26,20",8.15,1.63,2020,real betis sevilla
Défense,"24,73",63.2,5.75,2020,real betis sevilla
Milieu de terrain,"26,25",88.0,11.0,2020,real betis sevilla
Attaquant,"26,33",48.3,5.37,2020,real betis sevilla
Total,"25,76",207.65,6.29,2020,real betis sevilla
Gardien,"25,00",0.7,0.175,2014,ud las palmas
Défense,"27,38",3.7,0.463,2014,ud las palmas
Milieu de terrain,"25,27",7.7,0.7,2014,ud las palmas
Attaquant,"26,00",5.3,0.663,2014,ud las palmas
Total,"25,97",17.4,0.561,2014,ud las palmas
Gardien,"26,00",1.2,0.4,2015,ud las palmas
Défense,"27,50",8.7,0.87,2015,ud las palmas
Milieu de terrain,"26,82",14.3,1.3,2015,ud las palmas
Attaquant,"23,89",8.0,0.889,2015,ud las palmas
Total,"26,15",32.2,0.976,2015,ud las palmas
Gardien,"29,00",1.2,0.6,2016,ud las palmas
Défense,"26,67",25.6,2.84,2016,ud las palmas
Milieu de terrain,"25,73",40.7,3.7,2016,ud las palmas
Attaquant,"24,27",16.85,1.53,2016,ud las palmas
Total,"25,70",84.35,2.56,2016,ud las palmas
Gardien,"24,33",1.85,0.617,2017,ud las palmas
Défense,"27,73",18.2,1.65,2017,ud las palmas
Milieu de terrain,"25,58",24.15,2.01,2017,ud las palmas
Attaquant,"24,92",47.0,3.92,2017,ud las palmas
Total,"25,89",91.2,2.4,2017,ud las palmas
Gardien,"26,00",2.0,0.5,2018,ud las palmas
Défense,"27,85",12.8,0.985,2018,ud las palmas
Milieu de terrain,"25,27",11.05,1.0,2018,ud las palmas
Attaquant,"26,08",11.3,0.942,2018,ud las palmas
Total,"26,43",37.15,0.929,2018,ud las palmas
Gardien,"23,50",3.5,0.875,2019,ud las palmas
Défense,"27,17",5.55,0.463,2019,ud las palmas
Milieu de terrain,"24,13",19.43,1.3,2019,ud las palmas
Attaquant,"25,33",5.33,0.444,2019,ud las palmas
Total,"25,26",33.8,0.786,2019,ud las palmas
Gardien,"24,25",1.1,0.275,2020,ud las palmas
Défense,"25,25",4.55,0.379,2020,ud las palmas
Milieu de terrain,"22,50",5.95,0.496,2020,ud las palmas
Attaquant,"23,64",8.6,0.614,2020,ud las palmas
Total,"23,83",20.2,0.481,2020,ud las palmas
Gardien,"26,67",1.2,0.4,2014,sporting gijon
Défense,"23,43",4.8,0.686,2014,sporting gijon
Milieu de terrain,"22,30",10.2,1.02,2014,sporting gijon
Attaquant,"22,71",3.9,0.557,2014,sporting gijon
Total,"23,19",20.1,0.744,2014,sporting gijon
Gardien,"27,67",1.8,0.6,2015,sporting gijon
Défense,"23,78",12.2,1.36,2015,sporting gijon
Milieu de terrain,"22,80",22.9,2.29,2015,sporting gijon
Attaquant,"23,29",16.3,2.33,2015,sporting gijon
Total,"23,72",53.2,1.83,2015,sporting gijon
Gardien,"26,67",1.8,0.6,2016,sporting gijon
Défense,"26,00",17.3,1.92,2016,sporting gijon
Milieu de terrain,"23,80",10.35,1.04,2016,sporting gijon
Attaquant,"23,73",18.2,1.65,2016,sporting gijon
Total,"24,64",47.65,1.44,2016,sporting gijon
Gardien,"22,67",1.5,0.5,2017,sporting gijon
Défense,"24,00",8.2,0.683,2017,sporting gijon
Milieu de terrain,"25,22",6.9,0.767,2017,sporting gijon
Attaquant,"25,00",13.1,1.46,2017,sporting gijon
Total,"24,48",29.7,0.9,2017,sporting gijon
Gardien,"21,50",1.95,0.488,2018,sporting gijon
Défense,"26,20",5.55,0.555,2018,sporting gijon
Milieu de terrain,"23,10",6.95,0.695,2018,sporting gijon
Attaquant,"23,83",15.05,1.25,2018,sporting gijon
Total,"24,03",29.5,0.819,2018,sporting gijon
Gardien,"23,33",1.3,0.433,2019,sporting gijon
Défense,"25,91",4.23,0.384,2019,sporting gijon
Milieu de terrain,"23,67",7.1,0.789,2019,sporting gijon
Attaquant,"24,40",6.8,0.68,2019,sporting gijon
Total,"24,61",19.43,0.589,2019,sporting gijon
Gardien,"21,20",0.85,0.17,2020,sporting gijon
Défense,"24,00",4.1,0.41,2020,sporting gijon
Milieu de terrain,"23,91",8.3,0.755,2020,sporting gijon
Attaquant,"23,55",9.8,0.891,2020,sporting gijon
Total,"23,46",23.05,0.623,2020,sporting gijon
Gardien,"30,00",0.7,0.35,2014,deportivo alaves
Défense,"27,38",2.5,0.313,2014,deportivo alaves
Milieu de terrain,"25,00",2.5,0.313,2014,deportivo alaves
Attaquant,"29,14",2.8,0.4,2014,deportivo alaves
Total,"27,32",8.5,0.34,2014,deportivo alaves
Gardien,"25,50",1.1,0.55,2015,deportivo alaves
Défense,"26,90",4.1,0.41,2015,deportivo alaves
Milieu de terrain,"27,25",2.6,0.325,2015,deportivo alaves
Attaquant,"27,29",3.3,0.471,2015,deportivo alaves
Total,"27,00",11.1,0.411,2015,deportivo alaves
Gardien,"23,00",5.8,2.9,2016,deportivo alaves
Défense,"23,73",32.7,2.97,2016,deportivo alaves
Milieu de terrain,"23,50",30.6,3.83,2016,deportivo alaves
Attaquant,"26,11",16.3,1.81,2016,deportivo alaves
Total,"24,33",85.4,2.85,2016,deportivo alaves
Gardien,"21,25",10.0,2.5,2017,deportivo alaves
Défense,"23,25",20.95,1.75,2017,deportivo alaves
Milieu de terrain,"26,00",13.6,1.94,2017,deportivo alaves
Attaquant,"24,90",30.25,3.03,2017,deportivo alaves
Total,"24,09",74.8,2.27,2017,deportivo alaves
Gardien,"22,00",16.5,5.5,2018,deportivo alaves
Défense,"23,58",45.4,3.78,2018,deportivo alaves
Milieu de terrain,"26,71",10.4,1.49,2018,deportivo alaves
Attaquant,"24,50",41.8,2.99,2018,deportivo alaves
Total,"24,42",114.1,3.17,2018,deportivo alaves
Gardien,"25,75",16.55,4.14,2019,deportivo alaves
Défense,"24,42",41.6,3.47,2019,deportivo alaves
Milieu de terrain,"25,50",18.65,1.55,2019,deportivo alaves
Attaquant,"25,11",29.95,3.33,2019,deportivo alaves
Total,"25,08",106.75,2.89,2019,deportivo alaves
Gardien,"24,33",9.05,3.02,2020,deportivo alaves
Défense,"22,71",27.9,1.99,2020,deportivo alaves
Milieu de terrain,"26,00",9.85,1.41,2020,deportivo alaves
Attaquant,"26,27",32.8,2.98,2020,deportivo alaves
Total,"24,63",79.6,2.27,2020,deportivo alaves
Gardien,"28,00",0.8,0.267,2014,cd leganes
Défense,"25,89",2.8,0.311,2014,cd leganes
Milieu de terrain,"23,86",3.5,0.5,2014,cd leganes
Attaquant,"24,55",3.3,0.3,2014,cd leganes
Total,"25,13",10.4,0.347,2014,cd leganes
Gardien,"29,50",0.9,0.45,2015,cd leganes
Défense,"25,90",5.2,0.52,2015,cd leganes
Milieu de terrain,"23,29",3.7,0.529,2015,cd leganes
Attaquant,"25,14",4.4,0.629,2015,cd leganes
Total,"25,27",14.2,0.546,2015,cd leganes
Gardien,"26,20",5.9,1.18,2016,cd leganes
Défense,"24,60",13.5,1.35,2016,cd leganes
Milieu de terrain,"25,00",14.05,1.41,2016,cd leganes
Attaquant,"25,08",19.7,1.64,2016,cd leganes
Total,"25,08",53.15,1.44,2016,cd leganes
Gardien,"30,67",1.7,0.567,2017,cd leganes
Défense,"26,70",16.2,1.62,2017,cd leganes
Milieu de terrain,"24,00",24.9,3.11,2017,cd leganes
Attaquant,"25,08",15.75,1.21,2017,cd leganes
Total,"25,79",58.55,1.72,2017,cd leganes
Gardien,"25,40",9.15,1.83,2018,cd leganes
Défense,"25,33",32.7,2.73,2018,cd leganes
Milieu de terrain,"24,13",30.6,3.83,2018,cd leganes
Attaquant,"24,92",40.0,3.08,2018,cd leganes
Total,"24,95",112.45,2.96,2018,cd leganes
Gardien,"24,50",2.55,0.638,2019,cd leganes
Défense,"24,17",25.7,2.14,2019,cd leganes
Milieu de terrain,"24,80",34.0,3.4,2019,cd leganes
Attaquant,"24,08",47.45,3.65,2019,cd leganes
Total,"24,33",109.7,2.81,2019,cd leganes
Gardien,"28,50",0.6,0.15,2020,cd leganes
Défense,"24,93",16.4,1.09,2020,cd leganes
Milieu de terrain,"25,57",7.03,1.0,2020,cd leganes
Attaquant,"24,31",10.4,0.8,2020,cd leganes
Total,"25,21",34.43,0.883,2020,cd leganes
Gardien,"25,33",1.4,0.467,2014,ca osasuna
Défense,"24,20",5.1,0.51,2014,ca osasuna
Milieu de terrain,"23,91",10.0,0.909,2014,ca osasuna
Attaquant,"22,80",5.0,0.5,2014,ca osasuna
Total,"23,79",21.5,0.632,2014,ca osasuna
Gardien,"25,00",1.2,0.4,2015,ca osasuna
Défense,"24,75",4.2,0.525,2015,ca osasuna
Milieu de terrain,"23,00",6.3,0.7,2015,ca osasuna
Attaquant,"23,73",3.9,0.355,2015,ca osasuna
Total,"23,90",15.6,0.503,2015,ca osasuna
Gardien,"25,00",5.45,1.09,2016,ca osasuna
Défense,"24,82",8.7,0.791,2016,ca osasuna
Milieu de terrain,"24,50",10.5,1.05,2016,ca osasuna
Attaquant,"23,91",18.3,1.66,2016,ca osasuna
Total,"24,49",42.95,1.16,2016,ca osasuna
Gardien,"26,33",1.05,0.35,2017,ca osasuna
Défense,"26,44",6.1,0.678,2017,ca osasuna
Milieu de terrain,"25,63",7.4,0.925,2017,ca osasuna
Attaquant,"26,00",7.2,0.9,2017,ca osasuna
Total,"26,07",21.75,0.777,2017,ca osasuna
Gardien,"24,00",1.4,0.35,2018,ca osasuna
Défense,"26,25",9.8,1.23,2018,ca osasuna
Milieu de terrain,"23,55",7.25,0.659,2018,ca osasuna
Attaquant,"25,33",10.3,1.14,2018,ca osasuna
Total,"24,78",28.75,0.898,2018,ca osasuna
Gardien,"26,25",2.35,0.588,2019,ca osasuna
Défense,"25,64",20.6,1.87,2019,ca osasuna
Milieu de terrain,"24,90",11.98,1.2,2019,ca osasuna
Attaquant,"25,33",27.85,2.32,2019,ca osasuna
Total,"25,41",62.78,1.7,2019,ca osasuna
Gardien,"25,40",7.4,1.48,2020,ca osasuna
Défense,"26,09",26.9,2.45,2020,ca osasuna
Milieu de terrain,"26,25",18.6,2.33,2020,ca osasuna
Attaquant,"26,00",43.55,3.63,2020,ca osasuna
Total,"26,00",96.45,2.68,2020,ca osasuna
Gardien,"24,33",1.1,0.367,2014, girona
Défense,"23,27",4.9,0.445,2014, girona
Milieu de terrain,"25,56",3.1,0.344,2014, girona
Attaquant,"27,80",1.7,0.34,2014, girona
Total,"24,93",10.8,0.386,2014, girona
Gardien,"24,50",1.2,0.6,2015, girona
Défense,"24,00",3.9,0.433,2015, girona
Milieu de terrain,"23,38",3.8,0.475,2015, girona
Attaquant,"25,00",4.1,0.456,2015, girona
Total,"24,18",13.0,0.464,2015, girona
Gardien,"25,25",1.5,0.375,2016, girona
Défense,"24,42",9.4,0.783,2016, girona
Milieu de terrain,"25,00",6.1,0.871,2016, girona
Attaquant,"25,33",5.5,0.611,2016, girona
Total,"24,91",22.5,0.703,2016, girona
Gardien,"27,33",3.2,1.07,2017, girona
Défense,"23,67",36.65,3.05,2017, girona
Milieu de terrain,"25,00",18.6,2.33,2017, girona
Attaquant,"23,57",23.3,3.33,2017, girona
Total,"24,37",81.75,2.73,2017, girona
Gardien,"27,00",5.6,1.4,2018, girona
Défense,"26,40",36.1,3.61,2018, girona
Milieu de terrain,"23,88",23.6,2.95,2018, girona
Attaquant,"23,45",31.95,2.9,2018, girona
Total,"24,88",97.25,2.95,2018, girona
Gardien,"29,25",4.9,1.23,2019, girona
Défense,"24,91",11.43,1.04,2019, girona
Milieu de terrain,"24,50",10.6,1.33,2019, girona
Attaquant,"24,36",14.5,1.04,2019, girona
Total,"25,08",41.43,1.12,2019, girona
Gardien,"24,60",2.1,0.42,2020, girona
Défense,"24,46",13.9,1.07,2020, girona
Milieu de terrain,"24,29",8.63,1.23,2020, girona
Attaquant,"22,33",11.7,0.78,2020, girona
Total,"23,65",36.33,0.908,2020, girona
Gardien,"26,25",1.9,0.475,2014,real valladolid
Défense,"25,36",11.9,1.08,2014,real valladolid
Milieu de terrain,"27,43",8.6,1.23,2014,real valladolid
Attaquant,"24,36",10.0,0.909,2014,real valladolid
Total,"25,58",32.4,0.982,2014,real valladolid
Gardien,"21,00",3.8,0.633,2015,real valladolid
Défense,"24,91",5.4,0.491,2015,real valladolid
Milieu de terrain,"26,40",5.5,0.55,2015,real valladolid
Attaquant,"24,75",7.35,0.613,2015,real valladolid
Total,"24,64",22.05,0.565,2015,real valladolid
Gardien,"25,67",1.4,0.467,2016,real valladolid
Défense,"24,50",5.3,0.53,2016,real valladolid
Milieu de terrain,"25,00",6.25,0.694,2016,real valladolid
Attaquant,"23,11",7.2,0.8,2016,real valladolid
Total,"24,35",20.15,0.65,2016,real valladolid
Gardien,"28,50",1.6,0.8,2017,real valladolid
Défense,"26,50",5.9,0.59,2017,real valladolid
Milieu de terrain,"25,00",3.7,0.411,2017,real valladolid
Attaquant,"21,85",16.0,1.23,2017,real valladolid
Total,"24,44",27.2,0.8,2017,real valladolid
Gardien,"25,75",8.15,2.04,2018,real valladolid
Défense,"24,73",24.35,2.21,2018,real valladolid
Milieu de terrain,"24,80",20.25,2.03,2018,real valladolid
Attaquant,"22,88",30.25,1.89,2018,real valladolid
Total,"24,12",83.0,2.02,2018,real valladolid
Gardien,"24,25",8.23,2.06,2019,real valladolid
Défense,"25,42",33.6,2.8,2019,real valladolid
Milieu de terrain,"25,00",22.6,2.26,2019,real valladolid
Attaquant,"23,36",23.35,2.12,2019,real valladolid
Total,"24,57",87.78,2.37,2019,real valladolid
Gardien,"27,75",3.1,0.775,2020,real valladolid
Défense,"25,38",20.25,1.27,2020,real valladolid
Milieu de terrain,"26,71",12.5,1.79,2020,real valladolid
Attaquant,"25,42",26.95,2.25,2020,real valladolid
Total,"25,87",62.8,1.61,2020,real valladolid
Défense,"27,57",0.2,0.029,2014,sd huesca
Milieu de terrain,"25,00",0.3,0.038,2014,sd huesca
Total,"25,21",0.5,0.018,2014,sd huesca
Gardien,"30,00",0.6,0.2,2015,sd huesca
Défense,"27,30",3.2,0.32,2015,sd huesca
Milieu de terrain,"25,40",2.55,0.255,2015,sd huesca
Attaquant,"25,22",2.95,0.328,2015,sd huesca
Total,"26,38",9.3,0.291,2015,sd huesca
Gardien,"26,75",1.4,0.35,2016,sd huesca
Défense,"27,64",4.1,0.373,2016,sd huesca
Milieu de terrain,"26,00",2.7,0.338,2016,sd huesca
Attaquant,"24,50",4.3,0.538,2016,sd huesca
Total,"26,29",12.5,0.403,2016,sd huesca
Gardien,"24,00",2.2,0.55,2017,sd huesca
Défense,"27,78",4.1,0.456,2017,sd huesca
Milieu de terrain,"28,50",4.7,0.783,2017,sd huesca
Attaquant,"22,80",10.65,1.07,2017,sd huesca
Total,"25,69",21.65,0.747,2017,sd huesca
Gardien,"26,50",2.5,0.417,2018,sd huesca
Défense,"25,62",15.4,1.18,2018,sd huesca
Milieu de terrain,"25,73",14.3,1.3,2018,sd huesca
Attaquant,"25,11",29.2,3.24,2018,sd huesca
Total,"25,67",61.4,1.57,2018,sd huesca
Gardien,"22,67",1.8,0.6,2019,sd huesca
Défense,"25,80",10.15,1.02,2019,sd huesca
Milieu de terrain,"26,57",4.4,0.629,2019,sd huesca
Attaquant,"23,33",14.33,1.19,2019,sd huesca
Total,"24,75",30.68,0.959,2019,sd huesca
Gardien,"24,50",4.9,1.23,2020,sd huesca
Défense,"26,55",23.2,2.11,2020,sd huesca
Milieu de terrain,"26,56",11.8,1.31,2020,sd huesca
Attaquant,"23,70",24.15,2.42,2020,sd huesca
Total,"25,47",64.05,1.88,2020,sd huesca
Gardien,"25,50",0.7,0.175,2014,rcd mallorca
Défense,"23,15",5.3,0.408,2014,rcd mallorca
Milieu de terrain,"25,57",1.5,0.214,2014,rcd mallorca
Attaquant,"23,62",11.9,0.915,2014,rcd mallorca
Total,"24,03",19.4,0.524,2014,rcd mallorca
Gardien,"23,00",1.13,0.225,2015,rcd mallorca
Défense,"23,50",5.3,0.53,2015,rcd mallorca
Milieu de terrain,"22,60",1.7,0.34,2015,rcd mallorca
Attaquant,"25,24",8.2,0.482,2015,rcd mallorca
Total,"24,11",16.33,0.441,2015,rcd mallorca
Gardien,"26,25",0.95,0.238,2016,rcd mallorca
Défense,"24,54",5.95,0.458,2016,rcd mallorca
Milieu de terrain,"25,57",4.15,0.593,2016,rcd mallorca
Attaquant,"24,58",4.65,0.388,2016,rcd mallorca
Total,"24,94",15.7,0.436,2016,rcd mallorca
Gardien,"24,67",0.45,0.15,2017,rcd mallorca
Défense,"25,90",2.55,0.255,2017,rcd mallorca
Milieu de terrain,"26,38",2.05,0.256,2017,rcd mallorca
Attaquant,"23,00",3.3,0.254,2017,rcd mallorca
Total,"24,79",8.35,0.246,2017,rcd mallorca
Gardien,"28,00",0.9,0.3,2018,rcd mallorca
Défense,"23,50",7.9,0.79,2018,rcd mallorca
Milieu de terrain,"27,50",2.85,0.356,2018,rcd mallorca
Attaquant,"23,53",10.2,0.6,2018,rcd mallorca
Total,"24,71",21.85,0.575,2018,rcd mallorca
Gardien,"25,40",1.85,0.37,2019,rcd mallorca
Défense,"23,92",19.0,1.58,2019,rcd mallorca
Milieu de terrain,"26,88",9.2,1.15,2019,rcd mallorca
Attaquant,"26,00",34.63,3.46,2019,rcd mallorca
Total,"25,40",64.68,1.85,2019,rcd mallorca
Gardien,"24,00",1.0,0.2,2020,rcd mallorca
