Positions,Âge,Valeur marchande (millions),Valeur marchande moyenne (millions),Years,Crew
Défense,"25,00","5,35",535 K €,2014,dijon o
Milieu de terrain,"22,43","3,70",529 K €,2014,dijon o
Attaquant,"23,44","6,40",711 K €,2014,dijon o
Total,"23,86","17,25",595 K €,2014,dijon o
Gardien,"21,67","1,80",600 K €,2015,dijon o
Défense,"25,33","4,20",467 K €,2015,dijon o
Milieu de terrain,"23,44","5,10",567 K €,2015,dijon o
Attaquant,"22,50","4,25",531 K €,2015,dijon o
Total,"23,59","15,35",529 K €,2015,dijon o
Gardien,"24,25","3,90",975 K €,2016,dijon o
Défense,"27,10","7,75",775 K €,2016,dijon o
Milieu de terrain,"24,54","11,00",846 K €,2016,dijon o
Attaquant,"24,50","8,55","1,43",2016,dijon o
Total,"25,27","31,20",945 K €,2016,dijon o
Gardien,"26,33","5,80","1,93",2017,dijon o
Défense,"26,55","22,20","2,02",2017,dijon o
Milieu de terrain,"23,69","13,50","1,04",2017,dijon o
Attaquant,"22,63","28,80","3,60",2017,dijon o
Total,"24,57","70,30","2,01",2017,dijon o
Gardien,"22,00","4,10","1,37",2018,dijon o
Défense,"25,25","21,55","1,80",2018,dijon o
Milieu de terrain,"26,11","12,00","1,33",2018,dijon o
Attaquant,"23,38","28,15","3,52",2018,dijon o
Total,"24,72","65,80","2,06",2018,dijon o
Gardien,"21,50","3,90",975 K €,2019,dijon o
Défense,"25,00","11,63","1,16",2019,dijon o
Milieu de terrain,"26,22","13,80","1,53",2019,dijon o
Attaquant,"22,75","20,90","2,61",2019,dijon o
Total,"24,32","50,23","1,62",2019,dijon o
Gardien,"23,40","11,50","2,30",2020,dijon o
Défense,"24,09","14,98","1,36",2020,dijon o
Milieu de terrain,"24,78","12,55","1,39",2020,dijon o
Attaquant,"21,50","26,60","2,22",2020,dijon o
Total,"23,32","65,63","1,77",2020,dijon o
Gardien,"21,33",850 K €,283 K €,2014,nimes olympique
Défense,"25,00","2,15",239 K €,2014,nimes olympique
Milieu de terrain,"23,89","1,95",217 K €,2014,nimes olympique
Attaquant,"24,00","2,65",331 K €,2014,nimes olympique
Total,"24,00","7,60",262 K €,2014,nimes olympique
Gardien,"22,33","1,20",400 K €,2015,nimes olympique
Défense,"24,08","2,95",246 K €,2015,nimes olympique
Milieu de terrain,"24,00","3,40",378 K €,2015,nimes olympique
Attaquant,"23,63","2,65",331 K €,2015,nimes olympique
Total,"23,78","10,20",319 K €,2015,nimes olympique
Gardien,"21,00","2,90",483 K €,2016,nimes olympique
Défense,"25,00","3,90",488 K €,2016,nimes olympique
Milieu de terrain,"22,57","5,65",807 K €,2016,nimes olympique
Attaquant,"23,22","5,30",589 K €,2016,nimes olympique
Total,"23,10","17,75",592 K €,2016,nimes olympique
Gardien,"22,00","1,70",425 K €,2017,nimes olympique
Défense,"22,73","9,00",818 K €,2017,nimes olympique
Milieu de terrain,"23,13","6,30",788 K €,2017,nimes olympique
Attaquant,"21,63","9,65","1,21",2017,nimes olympique
Total,"22,45","26,65",860 K €,2017,nimes olympique
Gardien,"22,75","10,30","2,58",2018,nimes olympique
Défense,"24,44","24,40","2,71",2018,nimes olympique
Milieu de terrain,"25,56","28,30","3,14",2018,nimes olympique
Attaquant,"22,44","25,15","2,79",2018,nimes olympique
Total,"23,97","88,15","2,84",2018,nimes olympique
Gardien,"19,50","6,13","1,53",2019,nimes olympique
Défense,"23,50","13,50","1,69",2019,nimes olympique
Milieu de terrain,"23,36","21,68","1,55",2019,nimes olympique
Attaquant,"22,89","8,35",928 K €,2019,nimes olympique
Total,"22,83","49,65","1,42",2019,nimes olympique
Gardien,"22,67","2,80",933 K €,2020,nimes olympique
Défense,"24,90","16,60","1,66",2020,nimes olympique
Milieu de terrain,"23,54","30,65","2,36",2020,nimes olympique
Attaquant,"23,60","10,35","1,04",2020,nimes olympique
Total,"23,86","60,40","1,68",2020,nimes olympique
Gardien,"22,67","3,05","1,02",2014,as nancy lorraine
Défense,"25,13","5,10",638 K €,2014,as nancy lorraine
Milieu de terrain,"22,20","8,30",830 K €,2014,as nancy lorraine
Attaquant,"22,90","3,10",310 K €,2014,as nancy lorraine
Total,"23,23","19,55",631 K €,2014,as nancy lorraine
Gardien,"22,67","1,50",500 K €,2015,as nancy lorraine
Défense,"24,56","7,40",822 K €,2015,as nancy lorraine
Milieu de terrain,"23,86","6,80",971 K €,2015,as nancy lorraine
Attaquant,"25,50","2,85",475 K €,2015,as nancy lorraine
Total,"24,36","18,55",742 K €,2015,as nancy lorraine
Gardien,"25,33","2,40",800 K €,2016,as nancy lorraine
Défense,"23,80","15,70","1,57",2016,as nancy lorraine
Milieu de terrain,"24,75","7,15",894 K €,2016,as nancy lorraine
Attaquant,"26,89","7,85",872 K €,2016,as nancy lorraine
Total,"25,13","33,10","1,10",2016,as nancy lorraine
Gardien,"25,00","2,20",440 K €,2017,as nancy lorraine
Défense,"25,33","6,40",533 K €,2017,as nancy lorraine
Milieu de terrain,"23,50","4,90",613 K €,2017,as nancy lorraine
Attaquant,"24,60","4,00",400 K €,2017,as nancy lorraine
Total,"24,66","17,50",500 K €,2017,as nancy lorraine
Gardien,"24,50",900 K €,225 K €,2018,as nancy lorraine
Défense,"24,50","4,75",339 K €,2018,as nancy lorraine
Milieu de terrain,"23,82","6,75",614 K €,2018,as nancy lorraine
Attaquant,"24,36","6,00",429 K €,2018,as nancy lorraine
Total,"24,28","18,40",428 K €,2018,as nancy lorraine
Gardien,"24,00","1,25",417 K €,2019,as nancy lorraine
Défense,"25,92","3,48",290 K €,2019,as nancy lorraine
Milieu de terrain,"21,78","3,73",414 K €,2019,as nancy lorraine
Attaquant,"23,60","4,33",433 K €,2019,as nancy lorraine
Total,"23,97","12,78",376 K €,2019,as nancy lorraine
Gardien,"23,50","1,30",325 K €,2020,as nancy lorraine
Défense,"25,88","3,35",419 K €,2020,as nancy lorraine
Milieu de terrain,"21,90","7,40",740 K €,2020,as nancy lorraine
Attaquant,"23,90","5,60",560 K €,2020,as nancy lorraine
Total,"23,72","17,65",552 K €,2020,as nancy lorraine
Gardien,"24,00","2,20",733 K €,2014, metz
Défense,"24,50","10,25","1,03",2014, metz
Milieu de terrain,"24,45","8,35",759 K €,2014, metz
Attaquant,"24,50","9,05","1,13",2014, metz
Total,"24,44","29,85",933 K €,2014, metz
Gardien,"22,00","1,90",475 K €,2015, metz
Défense,"23,64","11,45","1,04",2015, metz
Milieu de terrain,"23,64","7,10",645 K €,2015, metz
Attaquant,"23,00","8,65",786 K €,2015, metz
Total,"23,27","29,10",786 K €,2015, metz
Gardien,"26,00","4,05","1,35",2016, metz
Défense,"23,88","12,00",750 K €,2016, metz
Milieu de terrain,"23,50","7,90",658 K €,2016, metz
Attaquant,"21,63","13,60","1,70",2016, metz
Total,"23,46","37,55",963 K €,2016, metz
Gardien,"24,00","3,10",775 K €,2017, metz
Défense,"23,76","18,95","1,11",2017, metz
Milieu de terrain,"24,50","12,45","1,04",2017, metz
Attaquant,"22,73","16,70","1,52",2017, metz
Total,"23,73","51,20","1,16",2017, metz
Gardien,"25,00","2,75",917 K €,2018, metz
Défense,"24,80","8,15",815 K €,2018, metz
Milieu de terrain,"22,38","13,95","1,07",2018, metz
Attaquant,"22,55","18,40","1,67",2018, metz
Total,"23,30","43,25","1,17",2018, metz
Gardien,"26,00","2,25",750 K €,2019, metz
Défense,"23,70","13,05","1,31",2019, metz
Milieu de terrain,"23,70","17,10","1,71",2019, metz
Attaquant,"21,78","21,70","2,41",2019, metz
Total,"23,38","54,10","1,69",2019, metz
Gardien,"26,50","3,80",950 K €,2020, metz
Défense,"24,00","26,85","2,44",2020, metz
Milieu de terrain,"22,33","28,25","3,14",2020, metz
Attaquant,"23,18","44,60","4,05",2020, metz
Total,"23,60","103,50","2,96",2020, metz
Gardien,"22,25","3,90",975 K €,2014, nantes
Défense,"24,70","16,90","1,69",2014, nantes
Milieu de terrain,"23,71","16,40","2,34",2014, nantes
Attaquant,"24,11","9,65","1,07",2014, nantes
Total,"23,97","46,85","1,56",2014, nantes
Gardien,"21,25","4,60","1,15",2015, nantes
Défense,"23,78","10,55","1,17",2015, nantes
Milieu de terrain,"24,46","17,35","1,33",2015, nantes
Attaquant,"24,00","6,80","1,13",2015, nantes
Total,"23,78","39,30","1,23",2015, nantes
Gardien,"22,25","5,10","1,28",2016, nantes
Défense,"23,88","11,65","1,46",2016, nantes
Milieu de terrain,"23,00","14,90","1,49",2016, nantes
Attaquant,"23,88","19,25","2,41",2016, nantes
Total,"23,37","50,90","1,70",2016, nantes
Gardien,"23,75","5,35","1,34",2017, nantes
Défense,"23,08","41,70","3,48",2017, nantes
Milieu de terrain,"24,10","31,00","3,10",2017, nantes
Attaquant,"23,90","27,65","2,77",2017, nantes
Total,"23,67","105,70","2,94",2017, nantes
Gardien,"24,75","4,05","1,01",2018, nantes
Défense,"24,25","50,90","3,18",2018, nantes
Milieu de terrain,"23,00","46,75","5,19",2018, nantes
Attaquant,"20,73","17,80","1,62",2018, nantes
Total,"23,05","119,50","2,99",2018, nantes
Gardien,"24,67","11,65","3,88",2019, nantes
Défense,"25,23","21,58","1,66",2019, nantes
Milieu de terrain,"23,30","49,10","4,91",2019, nantes
Attaquant,"22,78","23,98","2,66",2019, nantes
Total,"24,00","106,30","3,04",2019, nantes
Gardien,"24,67","10,40","3,47",2020, nantes
Défense,"26,60","17,93","1,79",2020, nantes
Milieu de terrain,"23,13","35,75","4,47",2020, nantes
Attaquant,"23,36","31,00","2,82",2020, nantes
Total,"24,44","95,08","2,97",2020, nantes
Gardien,"23,50","1,20",300 K €,2014,rc lens
Défense,"22,40","8,90",890 K €,2014,rc lens
Milieu de terrain,"22,00","10,70","1,34",2014,rc lens
Attaquant,"26,29","6,40",914 K €,2014,rc lens
Total,"23,38","27,20",938 K €,2014,rc lens
Gardien,"21,67","1,55",517 K €,2015,rc lens
Défense,"23,56","4,95",550 K €,2015,rc lens
Milieu de terrain,"23,44","10,05","1,12",2015,rc lens
Attaquant,"25,40","2,30",460 K €,2015,rc lens
Total,"23,65","18,85",725 K €,2015,rc lens
Gardien,"26,00",850 K €,283 K €,2016,rc lens
Défense,"22,33","7,95",530 K €,2016,rc lens
Milieu de terrain,"22,18","7,10",645 K €,2016,rc lens
Attaquant,"23,91","8,15",741 K €,2016,rc lens
Total,"23,00","24,05",601 K €,2016,rc lens
Gardien,"27,00",800 K €,267 K €,2017,rc lens
Défense,"22,20","7,35",490 K €,2017,rc lens
Milieu de terrain,"24,40","8,05",805 K €,2017,rc lens
Attaquant,"24,33","7,40",617 K €,2017,rc lens
Total,"23,75","23,60",590 K €,2017,rc lens
Gardien,"24,00","2,10",525 K €,2018,rc lens
Défense,"22,36","11,55",825 K €,2018,rc lens
Milieu de terrain,"22,80","7,40",740 K €,2018,rc lens
Attaquant,"23,00","8,65",721 K €,2018,rc lens
Total,"22,83","29,70",743 K €,2018,rc lens
Gardien,"25,67","1,40",467 K €,2019,rc lens
Défense,"24,23","7,00",538 K €,2019,rc lens
Milieu de terrain,"25,00","6,08",608 K €,2019,rc lens
Attaquant,"23,50","16,35","1,36",2019,rc lens
Total,"24,32","30,83",811 K €,2019,rc lens
Gardien,"25,00","3,30","1,10",2020,rc lens
Défense,"24,29","44,00","3,14",2020,rc lens
Milieu de terrain,"24,00","30,65","3,07",2020,rc lens
Attaquant,"22,67","26,35","2,93",2020,rc lens
Total,"23,86","104,30","2,90",2020,rc lens
Gardien,"23,00",550 K €,138 K €,2014,amiens sc
Défense,"24,91",700 K €,64 K €,2014,amiens sc
Milieu de terrain,"24,09",750 K €,68 K €,2014,amiens sc
Attaquant,"24,00","1,65",206 K €,2014,amiens sc
Total,"24,21","3,65",107 K €,2014,amiens sc
Gardien,"26,00",250 K €,125 K €,2015,amiens sc
Défense,"25,40","1,75",175 K €,2015,amiens sc
Milieu de terrain,"24,43",900 K €,129 K €,2015,amiens sc
Attaquant,"25,63",950 K €,119 K €,2015,amiens sc
Total,"25,26","3,85",143 K €,2015,amiens sc
Gardien,"27,00","1,15",575 K €,2016,amiens sc
Défense,"27,20","4,50",450 K €,2016,amiens sc
Milieu de terrain,"24,80","4,90",490 K €,2016,amiens sc
Attaquant,"23,00","4,40",629 K €,2016,amiens sc
Total,"25,34","14,95",516 K €,2016,amiens sc
Gardien,"27,25","3,35",838 K €,2017,amiens sc
Défense,"28,71","10,75","1,54",2017,amiens sc
Milieu de terrain,"26,29","42,20","3,01",2017,amiens sc
Attaquant,"24,11","13,55","1,51",2017,amiens sc
Total,"26,32","69,85","2,05",2017,amiens sc
Gardien,"27,00","2,30",767 K €,2018,amiens sc
Défense,"24,70","22,30","2,23",2018,amiens sc
Milieu de terrain,"24,55","23,85","2,17",2018,amiens sc
Attaquant,"23,33","22,05","1,84",2018,amiens sc
Total,"24,39","70,50","1,96",2018,amiens sc
Gardien,"25,50","2,10",525 K €,2019,amiens sc
Défense,"25,80","13,48","1,35",2019,amiens sc
Milieu de terrain,"25,10","16,30","1,63",2019,amiens sc
Attaquant,"22,08","30,20","2,32",2019,amiens sc
Total,"24,27","62,08","1,68",2019,amiens sc
Gardien,"28,33","1,30",433 K €,2020,amiens sc
Défense,"23,15","7,85",604 K €,2020,amiens sc
Milieu de terrain,"22,80","14,20",947 K €,2020,amiens sc
Attaquant,"22,27","28,80","1,92",2020,amiens sc
Total,"23,09","52,15","1,13",2020,amiens sc
Gardien,"23,00","4,45","1,48",2014,sc bastia
Défense,"25,36","6,20",564 K €,2014,sc bastia
Milieu de terrain,"22,55","9,55",868 K €,2014,sc bastia
Attaquant,"23,31","14,05",878 K €,2014,sc bastia
Total,"23,63","34,25",835 K €,2014,sc bastia
Gardien,"26,67","2,15",717 K €,2015,sc bastia
Défense,"26,10","6,75",675 K €,2015,sc bastia
Milieu de terrain,"22,56","6,75",750 K €,2015,sc bastia
Attaquant,"24,89","8,60",956 K €,2015,sc bastia
Total,"24,77","24,25",782 K €,2015,sc bastia
Gardien,"26,25","2,20",550 K €,2016,sc bastia
Défense,"24,92","12,00","1,00",2016,sc bastia
Milieu de terrain,"23,18","8,60",782 K €,2016,sc bastia
Attaquant,"23,30","13,65","1,37",2016,sc bastia
Total,"24,11","36,45",985 K €,2016,sc bastia
Gardien,"29,50",575 K €,288 K €,2017,sc bastia
Défense,"25,14",950 K €,136 K €,2017,sc bastia
Milieu de terrain,"26,17","1,55",258 K €,2017,sc bastia
Attaquant,"22,75",550 K €,138 K €,2017,sc bastia
Total,"25,42","3,63",191 K €,2017,sc bastia
Gardien,"23,50",75 K €,38 K €,2018,sc bastia
Défense,"28,17","1,00",167 K €,2018,sc bastia
Milieu de terrain,"26,67","1,60",178 K €,2018,sc bastia
Attaquant,"28,50",275 K €,69 K €,2018,sc bastia
Total,"27,14","2,95",140 K €,2018,sc bastia
Gardien,"25,50",325 K €,81 K €,2019,sc bastia
Défense,"29,17",950 K €,158 K €,2019,sc bastia
Milieu de terrain,"26,08","1,83",152 K €,2019,sc bastia
Attaquant,"25,86",375 K €,54 K €,2019,sc bastia
Total,"26,59","3,48",120 K €,2019,sc bastia
Gardien,"29,67",550 K €,183 K €,2020,sc bastia
Défense,"26,50","1,95",244 K €,2020,sc bastia
Milieu de terrain,"26,73","2,90",264 K €,2020,sc bastia
Attaquant,"29,20","1,30",260 K €,2020,sc bastia
Total,"27,44","6,70",248 K €,2020,sc bastia
Gardien,"23,25",250 K €,63 K €,2014,rc strassburg alsace
Défense,"26,70",850 K €,85 K €,2014,rc strassburg alsace
Milieu de terrain,"22,27","1,30",118 K €,2014,rc strassburg alsace
Attaquant,"23,29","1,40",200 K €,2014,rc strassburg alsace
Total,"24,00","3,80",119 K €,2014,rc strassburg alsace
Gardien,"26,33",650 K €,217 K €,2015,rc strassburg alsace
Défense,"25,89",600 K €,67 K €,2015,rc strassburg alsace
Milieu de terrain,"22,57",800 K €,114 K €,2015,rc strassburg alsace
Attaquant,"25,88","2,28",284 K €,2015,rc strassburg alsace
Total,"25,07","4,33",160 K €,2015,rc strassburg alsace
Gardien,"26,00","1,10",367 K €,2016,rc strassburg alsace
Défense,"26,63","3,10",388 K €,2016,rc strassburg alsace
Milieu de terrain,"25,80","5,60",560 K €,2016,rc strassburg alsace
Attaquant,"25,63","4,90",613 K €,2016,rc strassburg alsace
Total,"26,00","14,70",507 K €,2016,rc strassburg alsace
Gardien,"24,75","3,45",863 K €,2017,rc strassburg alsace
Défense,"24,82","11,55","1,05",2017,rc strassburg alsace
Milieu de terrain,"26,40","14,35","1,44",2017,rc strassburg alsace
Attaquant,"25,00","16,25","2,71",2017,rc strassburg alsace
Total,"25,35","45,60","1,47",2017,rc strassburg alsace
Gardien,"25,00","9,90","2,48",2018,rc strassburg alsace
Défense,"23,67","33,25","2,77",2018,rc strassburg alsace
Milieu de terrain,"25,70","32,55","3,26",2018,rc strassburg alsace
Attaquant,"22,71","22,30","3,19",2018,rc strassburg alsace
Total,"24,24","98,00","2,97",2018,rc strassburg alsace
Gardien,"26,00","8,00","2,00",2019,rc strassburg alsace
Défense,"24,89","34,18","3,80",2019,rc strassburg alsace
Milieu de terrain,"24,42","32,80","2,73",2019,rc strassburg alsace
Attaquant,"24,17","16,40","2,73",2019,rc strassburg alsace
Total,"24,71","91,38","2,95",2019,rc strassburg alsace
Gardien,"26,75","7,80","1,95",2020,rc strassburg alsace
Défense,"24,36","46,60","4,24",2020,rc strassburg alsace
Milieu de terrain,"23,09","24,95","2,27",2020,rc strassburg alsace
Attaquant,"24,38","30,30","3,79",2020,rc strassburg alsace
Total,"24,24","109,65","3,23",2020,rc strassburg alsace
Gardien,"28,00","2,15","1,08",2014,stade brest 29
Défense,"22,58","5,50",458 K €,2014,stade brest 29
Milieu de terrain,"24,00","5,15",515 K €,2014,stade brest 29
Attaquant,"24,70","5,10",510 K €,2014,stade brest 29
Total,"23,94","17,90",526 K €,2014,stade brest 29
Gardien,"22,67",900 K €,300 K €,2015,stade brest 29
Défense,"24,25","4,25",354 K €,2015,stade brest 29
Milieu de terrain,"23,70","4,80",480 K €,2015,stade brest 29
Attaquant,"25,50","2,90",363 K €,2015,stade brest 29
Total,"24,24","12,85",389 K €,2015,stade brest 29
Gardien,"26,00","1,00",500 K €,2016,stade brest 29
Défense,"24,60","7,70",770 K €,2016,stade brest 29
Milieu de terrain,"24,11","5,30",589 K €,2016,stade brest 29
Attaquant,"21,75","5,00","1,25",2016,stade brest 29
Total,"24,08","19,00",760 K €,2016,stade brest 29
Gardien,"21,25","1,55",388 K €,2017,stade brest 29
Défense,"25,64","8,90",809 K €,2017,stade brest 29
Milieu de terrain,"25,13","5,75",719 K €,2017,stade brest 29
Attaquant,"23,17","4,55",758 K €,2017,stade brest 29
Total,"24,38","20,75",716 K €,2017,stade brest 29
Gardien,"23,33","4,75","1,58",2018,stade brest 29
Défense,"25,55","7,65",695 K €,2018,stade brest 29
Milieu de terrain,"24,60","11,00","1,10",2018,stade brest 29
Attaquant,"24,00","8,95","1,79",2018,stade brest 29
Total,"24,72","32,35","1,12",2018,stade brest 29
Gardien,"23,50","6,48","1,62",2019,stade brest 29
Défense,"26,33","10,50","1,17",2019,stade brest 29
Milieu de terrain,"25,00","19,00","2,11",2019,stade brest 29
Attaquant,"24,00","11,80","1,97",2019,stade brest 29
Total,"25,00","47,78","1,71",2019,stade brest 29
Gardien,"23,33","7,80","2,60",2020,stade brest 29
Défense,"25,67","26,73","2,97",2020,stade brest 29
Milieu de terrain,"22,69","42,80","3,29",2020,stade brest 29
Attaquant,"25,43","25,90","3,70",2020,stade brest 29
Total,"24,19","103,23","3,23",2020,stade brest 29
Gardien,"29,67","2,85",950 K €,2014, lorient
Défense,"23,40","21,80","2,18",2014, lorient
Milieu de terrain,"23,88","16,50",971 K €,2014, lorient
Attaquant,"21,56","18,80","2,09",2014, lorient
Total,"23,67","59,95","1,54",2014, lorient
Gardien,"23,25","3,15",788 K €,2015, lorient
Défense,"23,17","25,15","2,10",2015, lorient
Milieu de terrain,"24,91","13,35","1,21",2015, lorient
Attaquant,"23,00","16,40","2,05",2015, lorient
Total,"23,69","58,05","1,66",2015, lorient
Gardien,"24,00","3,45","1,15",2016, lorient
Défense,"24,15","13,50","1,04",2016, lorient
Milieu de terrain,"24,08","22,10","1,70",2016, lorient
Attaquant,"24,00","22,35","1,86",2016, lorient
Total,"24,07","61,40","1,50",2016, lorient
Gardien,"24,33","1,65",550 K €,2017, lorient
Défense,"24,89","6,85",761 K €,2017, lorient
Milieu de terrain,"24,67","7,30",811 K €,2017, lorient
Attaquant,"24,20","11,15","1,12",2017, lorient
Total,"24,55","26,95",869 K €,2017, lorient
Gardien,"20,40","5,85","1,17",2018, lorient
Défense,"25,53","8,25",485 K €,2018, lorient
Milieu de terrain,"23,75","14,05","1,17",2018, lorient
Attaquant,"23,13","6,00",750 K €,2018, lorient
Total,"23,95","34,15",813 K €,2018, lorient
Gardien,"22,25","6,40","1,60",2019, lorient
Défense,"27,82","5,90",536 K €,2019, lorient
Milieu de terrain,"24,70","14,83","1,48",2019, lorient
Attaquant,"22,43","8,08","1,15",2019, lorient
Total,"24,97","35,20","1,10",2019, lorient
Gardien,"25,25","2,70",675 K €,2020, lorient
Défense,"26,75","14,80","1,23",2020, lorient
Milieu de terrain,"26,50","18,33","1,83",2020, lorient
Attaquant,"22,00","37,70","4,71",2020, lorient
Total,"25,38","73,53","2,16",2020, lorient
Gardien,"22,50","1,30",325 K €,2014,sco angers
Défense,"27,60","4,90",490 K €,2014,sco angers
Milieu de terrain,"25,67","3,45",383 K €,2014,sco angers
Attaquant,"24,27","10,15",923 K €,2014,sco angers
Total,"25,41","19,80",582 K €,2014,sco angers
Gardien,"25,25","3,50",875 K €,2015,sco angers
Défense,"27,60","12,00","1,20",2015,sco angers
Milieu de terrain,"28,00","7,45",828 K €,2015,sco angers
Attaquant,"24,09","9,40",855 K €,2015,sco angers
Total,"26,29","32,35",951 K €,2015,sco angers
Gardien,"24,00","3,40",850 K €,2016,sco angers
Défense,"26,23","13,20","1,02",2016,sco angers
Milieu de terrain,"25,50","12,08","1,51",2016,sco angers
Attaquant,"24,55","17,40","1,58",2016,sco angers
Total,"25,31","46,08","1,28",2016,sco angers
Gardien,"26,25","3,60",900 K €,2017,sco angers
Défense,"25,70","12,50","1,25",2017,sco angers
Milieu de terrain,"24,67","22,65","2,52",2017,sco angers
Attaquant,"24,50","30,80","3,08",2017,sco angers
Total,"25,12","69,55","2,11",2017,sco angers
Gardien,"27,00","3,20",640 K €,2018,sco angers
Défense,"25,42","17,40","1,45",2018,sco angers
Milieu de terrain,"25,55","40,50","3,68",2018,sco angers
Attaquant,"24,90","18,60","1,86",2018,sco angers
Total,"25,53","79,70","2,10",2018,sco angers
Gardien,"28,00","1,18",392 K €,2019,sco angers
Défense,"26,00","27,80","2,78",2019,sco angers
Milieu de terrain,"23,82","44,30","4,03",2019,sco angers
Attaquant,"23,71","16,20","2,31",2019,sco angers
Total,"24,90","89,48","2,89",2019,sco angers
Gardien,"29,00","10,95","3,65",2020,sco angers
Défense,"24,42","28,05","2,34",2020,sco angers
Milieu de terrain,"25,00","42,35","4,24",2020,sco angers
Attaquant,"24,08","30,30","2,33",2020,sco angers
Total,"24,82","111,65","2,94",2020,sco angers
Gardien,"26,00","1,95",488 K €,2014,es troyes ac
Défense,"24,77","8,00",615 K €,2014,es troyes ac
Milieu de terrain,"25,69","6,40",492 K €,2014,es troyes ac
Attaquant,"22,14","5,70",814 K €,2014,es troyes ac
Total,"24,73","22,05",596 K €,2014,es troyes ac
Gardien,"25,00","3,20",640 K €,2015,es troyes ac
Défense,"25,77","10,70",823 K €,2015,es troyes ac
Milieu de terrain,"27,67","8,55",713 K €,2015,es troyes ac
Attaquant,"20,57","8,25","1,18",2015,es troyes ac
Total,"25,30","30,70",830 K €,2015,es troyes ac
Gardien,"26,20","2,70",540 K €,2016,es troyes ac
Défense,"23,42","7,70",642 K €,2016,es troyes ac
Milieu de terrain,"26,40","4,50",450 K €,2016,es troyes ac
Attaquant,"22,25","5,10",638 K €,2016,es troyes ac
Total,"24,40","20,00",571 K €,2016,es troyes ac
Gardien,"23,00","3,15","1,05",2017,es troyes ac
Défense,"24,33","13,40","1,49",2017,es troyes ac
Milieu de terrain,"27,00","15,15","1,38",2017,es troyes ac
Attaquant,"23,57","13,35","1,91",2017,es troyes ac
Total,"25,00","45,05","1,50",2017,es troyes ac
Gardien,"22,50","2,90",725 K €,2018,es troyes ac
Défense,"24,00","11,55",770 K €,2018,es troyes ac
Milieu de terrain,"26,83","8,65",721 K €,2018,es troyes ac
Attaquant,"24,89","12,95","1,44",2018,es troyes ac
Total,"24,90","36,05",901 K €,2018,es troyes ac
Gardien,"24,67","1,15",383 K €,2019,es troyes ac
Défense,"23,30","6,95",695 K €,2019,es troyes ac
Milieu de terrain,"23,82","6,58",598 K €,2019,es troyes ac
Attaquant,"24,25","17,30","2,16",2019,es troyes ac
Total,"23,84","31,98",999 K €,2019,es troyes ac
Gardien,"25,67","1,95",650 K €,2020,es troyes ac
Défense,"22,80","7,00",700 K €,2020,es troyes ac
Milieu de terrain,"23,00","10,80",720 K €,2020,es troyes ac
Attaquant,"22,64","9,10",827 K €,2020,es troyes ac
Total,"23,05","28,85",740 K €,2020,es troyes ac
Gardien,"29,00","1,75",583 K €,2014,thonon evian grand geneve 
Défense,"25,75","16,80","1,40",2014,thonon evian grand geneve 
Milieu de terrain,"26,80","5,00","1,00",2014,thonon evian grand geneve 
Attaquant,"25,15","12,60",969 K €,2014,thonon evian grand geneve 
Total,"25,97","36,15","1,10",2014,thonon evian grand geneve 
Gardien,"24,17","2,45",408 K €,2015,thonon evian grand geneve 
Défense,"25,10","4,50",450 K €,2015,thonon evian grand geneve 
Milieu de terrain,"22,78","4,65",517 K €,2015,thonon evian grand geneve 
Attaquant,"22,30","3,75",375 K €,2015,thonon evian grand geneve 
Total,"23,54","15,35",439 K €,2015,thonon evian grand geneve 
Gardien,,-,-,2016,thonon evian grand geneve 
Défense,,-,-,2016,thonon evian grand geneve 
Milieu de terrain,,-,-,2016,thonon evian grand geneve 
Attaquant,"24,00","1,50","1,50",2016,thonon evian grand geneve 
Total,"24,00","1,50","1,50",2016,thonon evian grand geneve 
